Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy rector be paz juan manana esperamos universidad conferencia luis 
 rt edtechtimes can learn be use for good dr obdulio velasquez rector of unisabana in colombia think; j : 1. Sim : 0.45030624; No similar. 
 minutos foro justicia paz reto siguelo vivo labelurl elretodelajep labelurl  ; j : 2540. Sim : 0.29135495; No similar. 
 implica situado dolor conferencia steven reisner vivo manana 800 be labelurl  ; j : 2541. Sim : 0.42199492; No similar. 
 necesario reflexionar perderiamos sociedad si logramos concertar mindefensa luis carlos villegas la; j : 2542. Sim : 0.5212; Baja. 
 gran desafio politico tiempo distribuir espacio vial tema filosofico enriquepenalosa  ; j : 2543. Sim : 0.31211185; No similar. 
 1775 beneficiarios 583 graduados quieroestudiar sigue transformandovidas labelurl labelurl  ; j : 2544. Sim : 0.08977987; No similar. 
 quieres conocer aliado incondicional vida universitaria direccion central estudiantes labelurl  ; j : 2545. Sim : 0.4070431; No similar. 
 rt educaunisabana hoy 80 profesores educacionbogota reciben titulos diferentes programas postgrado ; j : 2546. Sim : 0.37741166; No similar. 
 rt isvimed rector universidad eafit da bienvenida asistentes graduacion habitantes aurora pedregal ; j : 2547. Sim : 0.5378289; Baja. 
 pierdan viernes conferencia reforma tributaria conozca experiencia peru recuerden inscribirse label; j : 2548. Sim : 0.40852365; No similar. 
 programateun manana 1100 be presentacion propuesta reforma tributaria entrada labelurl  ; j : 2549. Sim : 0.5203166; Baja. 
 eafit estrategias ensenar buscan transformar educacion labelurl labelurl  ; j : 2550. Sim : 0.3375754; No similar. 
 venezuela maduro transicion hacia autoritarismo espacio analizar crisis politica venezolana labelur; j : 2551. Sim : 0.33154136; No similar. 
 uniandesreconstruyemocoa do hoy 500 pm puntos dispuestos ceuniandino labelurl  ; j : 2552. Sim : 0.10470278; No similar. 
 nuevo articulo rector mantillaignacio elespectador profesor universitario 80 labelurl  ; j : 2553. Sim : 0.45664397; No similar. 
 rt juanvelezocampo eafit primavera labelurl  ; j : 2554. Sim : 0.32346293; No similar. 
 eafit alcaldiademed forman 335 personas problemas sociales urbanos labelurl labelurl  ; j : 2555. Sim : 0.06263185; No similar. 
 20 21 abril vivira eafit cuarta edicion congreso negociacion liderazgo gerenciar labelurl  ; j : 2556. Sim : 0.5435401; Baja. 
 orgullorosarista oro plata campeonato nacional universitario jiu jitsu labelurl labelurl  ; j : 2557. Sim : 0.08021783; No similar. 
 urosario richieguinea habla aportes wapr rehabilitacion psicosocial posacuerdos labelurl  ; j : 2558. Sim : 0.07967959; No similar. 
 universidades hablamos derecho policia sigue siendo tema pendiente david suarez tamayo labelurl  ; j : 2559. Sim : 0.41593578; No similar. 
 rt mcgutierrezc escuchar camilo herrera siempre placer consumiendo admonuniandes cefauniandes tedxl; j : 2560. Sim : 0.34158108; No similar. 
 acuerdo importante calidaddelaire gusta eafit ingresado red aire labelurl  ; j : 2561. Sim : 0.2339287; No similar. 
 proximo 19 julio pierdan eafit evento apertura programa aprendizaje activo p50eafit labelurl  ; j : 2562. Sim : 0.4347443; No similar. 
 rt admonuniandes listos iniciar tedxlasaguas minutos transmision vivo labelurl labelurl  ; j : 2563. Sim : 0.255507; No similar. 
 rt capoliticoeafit entender fenomeno nuevos populismos esperamos proximo 18 abril labelurl  ; j : 2564. Sim : 0.43095356; No similar. 
 noticiaun capital humano desarrollo pesquero cesar formara launcuenta labelurl via unimedios  ; j : 2565. Sim : 0.20432161; No similar. 
 rt opcionhoy eafit realizara iii concierto temporada presentara venezolano williams naranjo fecha 9; j : 2566. Sim : 0.39445773; No similar. 
 hoyeneafit pierdan presentacion plan municipal gestion riesgo desastres medellin 201520 labelurl  ; j : 2567. Sim : 0.4557345; No similar. 
 manana eafit escuela derecho invita lanzamiento libro probable demostrable esperamos labelurl  ; j : 2568. Sim : 0.41255465; No similar. 
 nueva patente eafit udea unieron esfuerzos crear dispositivo busca salvar vidas labelurl  ; j : 2569. Sim : 0.17348154; No similar. 
 implementacion codigo exito reflejado disminucion homicidios ciudad policiamedellin labelurl  ; j : 2570. Sim : 0.42503515; No similar. 
 rector obduliovp conmemoracion 50anosuninorte foto uninorteco labelurl  ; j : 2571. Sim : 0.51603156; Baja. 
 alejandro arango ecopetrolsa construccion colaborativa conocimento foro universidadyempresa labelur; j : 2572. Sim : 0.5105326; Baja. 
 hoyeneafit recuerden invitacion uninoseafit jovenes desean proyectos ciencia 2017 ver labelurl  ; j : 2573. Sim : 0.44592872; No similar. 
 stream 15 marzo 900 be futuro integracion latinoamericana estudio banco mundial labelurl  ; j : 2574. Sim : 0.3835698; No similar. 
 nuevo capitulo programa ciudad museo visitamos leopoldo rother unbogota video labelurl untelevision; j : 2575. Sim : 0.34393722; No similar. 
 rt alcrionegro creamos institucionalidad enfrentar desafio mas grande rionegro regionla movilidad s; j : 2576. Sim : 0.30958927; No similar. 
 ficogutierrez afirma innovacion ciencia tecnologia meta inversion ciudad alcaldiademed pactoglobal ; j : 2577. Sim : 0.42995816; No similar. 
 firmaran acuerdos confianza colectivos comunidades erradiquen cultivos manera voluntaria lapazenfoc; j : 2578. Sim : 0.1465826; No similar. 
 proxima semana recorriendo unal mapa ilustrado colombia campus conferencia info labelurl  ; j : 2579. Sim : 0.55376256; Baja. 
 entrevista rector mantillaignacio habla revistasemana labelurl somosun labelurl  ; j : 2580. Sim : 0.32076332; No similar. 
 consigna hacemos ciencia investigadores inicia entrega premios medellin investiga 2016  ; j : 2581. Sim : 0.2833409; No similar. 
 rt jrestrp reconocimiento biciparqueaderos urosarionews sello oro secretariamovdc compromiso medio ; j : 2582. Sim : 0.2383838; No similar. 
 hoy feria amasijos gastronomiaunisanana eicea ven primer piso k junto puente gri labelurl  ; j : 2583. Sim : 0.33666775; No similar. 
 libro invita entender politicas publicas acciones colectivas deben generar confianza eskole labelur; j : 2584. Sim : 0.26513478; No similar. 
 paraleer conoce mas coleccion botanica mas rica pais custodia labelurl labelurl  ; j : 2585. Sim : 0.2845498; No similar. 
 derecho paz defendido primera obligacion debe tener sociedad juan carlos henao uexternado elretodel; j : 2586. Sim : 0.55312246; Baja. 
 lapazenfoco construir agenda ambiental paz partir dialogo constructivo permanente institucionaltv s; j : 2587. Sim : 0.29262218; No similar. 
 hoyeneafit dia habra programacion semana idiomas pierdan labelurl  ; j : 2588. Sim : 0.5551519; Baja. 
 xix concierto temporada orquesta sinfonica eafit jueves 20 octubre 800 pm auditorio fundadores bo l; j : 2589. Sim : 0.432649; No similar. 
 aumento licencia maternidad muestra progreso laboral labelurl labelurl  ; j : 2590. Sim : 0.13441248; No similar. 
 hoy listado admitidos momento nervios convierten felicidad soyuniandino labelurl  ; j : 2591. Sim : 0.22990802; No similar. 
 orgullo elegido eafit continuar estudios juan luis mejia saludo labelurl  ; j : 2592. Sim : 0.7051857; Media. 
 opinion mega empresas comunicacion quinto poder caso grupo prisa labelurl labelurl  ; j : 2593. Sim : 0.24756621; No similar. 
 simposio bioetica reflexiones manejo feto anomalias congenitas labelurl inscripcion costo posmeduni; j : 2594. Sim : 0.36793104; No similar. 
 rt urbameafit hoy ultimo dia tomarse foto acercate completa requisitos participa becas eafit  ; j : 2595. Sim : 0.48818868; No similar. 
 8 grandes ejes recuperar economia ivanduque lospresidenciables2018 labelurl  ; j : 2596. Sim : 0.24745636; No similar. 
 pocas palabras herbert giraldo gomez director nacional planeacion uncolombia video labelurl untelev; j : 2597. Sim : 0.5139625; Baja. 
 conferencia inaugural cargo profesor felipe gonzalez uc3m congreso internacional migracion labelurl; j : 2598. Sim : 0.5059919; Baja. 
 itsmargara estebancarlosm saludos lamentablemente actividad realizara  ; j : 2599. Sim : 0.29900122; No similar. 
 articulo unperiodico uber airbnb violan leyes colombianas labelurl fecunal via prensaun labelurl  ; j : 2600. Sim : 0.18965308; No similar. 
 empleados mejores agentes reputacion organizacion aalloza unisabana labelurl  ; j : 2601. Sim : 0.2556457; No similar. 
 rt educaunisabana intervencion profesora ingrid anzelin panel desarollo infantil labelurl  ; j : 2602. Sim : 0.3599261; No similar. 
 direcciondeestudiantes estudiantes jornada mundial juventud labelurl labelurl  ; j : 2603. Sim : 0.21002577; No similar. 
 objetivo 11 municipios sabanacentro trabajen juntos estrategias seguridad paz convivenc labelurl  ; j : 2604. Sim : 0.19385722; No similar. 
 hoyeneafit expertos pedagogia reunieron hablar nuevos modelos educacion labelurl  ; j : 2605. Sim : 0.39543733; No similar. 
 rt uniandinosiempr asiste conferencia doctor urbanismo planificacion luis mauricio cuervo inscribet; j : 2606. Sim : 0.55578274; Baja. 
 rt comsabana tercerfiafest gracias asistieron inauguracion fiafest cinepolis fontanarcc labelurl  ; j : 2607. Sim : 0.12836711; No similar. 
 hoy representantes sectores sociales populares hablan proceso paz lapazenfoco institucionaltv label; j : 2608. Sim : 0.20886281; No similar. 
 invitamos proximo 12 junio conversacion programas stem modelos educacion ctel esper labelurl  ; j : 2609. Sim : 0.45721874; No similar. 
 entrevistacampus obduliovp primer aprendizaje pais hecho apuesta desarrollo labelurl  ; j : 2610. Sim : 0.28169763; No similar. 
 rt admonuniandes semanainternacional estudiantes upcedu conferencia market digital annovell educaci; j : 2611. Sim : 0.29567796; No similar. 
 rt blumedellin alaire vivemedellin eafit grandacris estebancarlosm juanalcarazs labelurl h  ; j : 2612. Sim : 0.2528609; No similar. 
 invirtiendo fundamental hacia futuro educacion infraestructura juanmansantos labelurl  ; j : 2613. Sim : 0.32527718; No similar. 
 hoy jeremy waldron profesor universidad nueva york destacado filosofo politico d labelurl  ; j : 2614. Sim : 0.53185105; Baja. 
 hoy manana eafit cumple cuarto coloquio doctoral alafec pueden conocer programacion labelurl  ; j : 2615. Sim : 0.5405162; Baja. 
 jurisdiccion especial paz prospectiva piensa futuro juan carlos forero decano jurisprudencia labelu; j : 2616. Sim : 0.6414208; Baja. 
 hoyeneafit dia programacion festival aves medellin pierdan labelurl  ; j : 2617. Sim : 0.47561544; No similar. 
 olviden proximo 8 agosto llevara cabo feria empleo alumnisabana club nogal labelurl  ; j : 2618. Sim : 0.33115914; No similar. 
 necesario estimular inversion traves mas diversos canal acciones carlosholmestru lospresidenciables; j : 2619. Sim : 0.35029653; No similar. 
 felicitamos nuevos graduados mba inalde labelurl  ; j : 2620. Sim : 0.27116522; No similar. 
 eafit homenaje leon cardona 90 anos musica grupo seresta duo guitarra labelurl  ; j : 2621. Sim : 0.44549704; No similar. 
 josefina agudelo presidenta tcc habla tip necesita generar productividad empr labelurl  ; j : 2622. Sim : 0.28618816; No similar. 
 comunidadun conoce mas construccion nuevo edificio facultad enfermeria somosun labelurl  ; j : 2623. Sim : 0.43313602; No similar. 
 juan carlos visbal morales cirujano gastroenterologo clinunisabana explica abc cancer colon labelur; j : 2624. Sim : 0.37636784; No similar. 
 comenzo eafit presentacion plan municipal gestion riesgo desastres medellin 20152030 labelurl  ; j : 2625. Sim : 0.5061289; Baja. 
 hoyeneafit desarrolla conferencia reforma tributaria obras impuestos experiencia peru cargo d label; j : 2626. Sim : 0.3854237; No similar. 
 expresion percepcion fenomenos siempre parecen realidad juan s botero dementescuriosas labelurl  ; j : 2627. Sim : 0.47146526; No similar. 
 lametaesmundial empieza mes udeoro2017 realizara 24 26 agosto eafit labelurl  ; j : 2628. Sim : 0.23931059; No similar. 
 decidimos hacer proyecto cambiara comportamientos educacion juan luis mejia arango labelurl  ; j : 2629. Sim : 0.6042321; Baja. 
 katherine ramirez habla proxima meta phd arizona state university labelurl labelurl  ; j : 2630. Sim : 0.4580896; No similar. 
 importante millennials aprender gestionar procesos inteligencia creativa luis arturo penagos labelu; j : 2631. Sim : 0.31914598; No similar. 
 apgguzman dircom unisabana inicia jornada papa francisco pontificado labelurl  ; j : 2632. Sim : 0.45316032; No similar. 
 pierdan manana campusglobal tatuajes 100 pm labelurl  ; j : 2633. Sim : 0.26800904; No similar. 
 agrademos comfama confianza depositan realizar catedras juan luis mejia  ; j : 2634. Sim : 0.53367794; Baja. 
 cirugia robotica precision resultados proyeccion global luis enrique toledo arenasmentessaludables ; j : 2635. Sim : 0.5317573; Baja. 
 rt peterdobers as board member since 2007 isdrsociety honor proud to see the isdrs2017 conference a; j : 2636. Sim : 0.42144185; No similar. 
 verdad objetividad deben contrarrestar tendencias nocivas opinion publica labelurl  ; j : 2637. Sim : 0.17965601; No similar. 
 noticiaun estampilla compartirian universidades udistrital uncolombia pasa primer debate senado lab; j : 2638. Sim : 0.33693227; No similar. 
 rt opusdeicolombia carta prelado octubre 2016 labelurl tiempo abrirse abanico servir mas personas u; j : 2639. Sim : 0.23267186; No similar. 
 rt deloitteco generacionquetransforma impactan cambios generacionales organizacion sigue transmisio; j : 2640. Sim : 0.20618229; No similar. 
 rt inguniandes adivina estrenan hoy carrerademodos vota favorito podio semanadelamovilidad labelurl; j : 2641. Sim : 0.16612309; No similar. 
 pagar prima trabajador servicio domestico dudas materia labelurl labelurl  ; j : 2642. Sim : 0.013514972; No similar. 
 haciendo politica responsable fiscalmente sobrevivir incertidumbre juanmansantos labelurl  ; j : 2643. Sim : 0.26589683; No similar. 
 plan municipal gestion riesgo desastres construccion convenio dagrdmedellin eafit labelurl  ; j : 2644. Sim : 0.35237592; No similar. 
 feria laboral directores recursos humanos hablaron tendencias reclutamiento labelurl labelurl  ; j : 2645. Sim : 0.12157953; No similar. 
 john mraz alfabetizacion visual via cerosetenta labelurl labelurl  ; j : 2646. Sim : 0.26282945; No similar. 
 comenzo eafit conversacion programas stem modelos educacion ctel labelurl  ; j : 2647. Sim : 0.43331632; No similar. 
 johnjairo1980 saludos si desea puede expresar situacion presenta correo mgomezr2eafiteduco labelurl; j : 2648. Sim : 0.24175857; No similar. 
 administracion pasada eeuu aplico paciencia estrategica ignorar acciones corea norte ca labelurl  ; j : 2649. Sim : 0.44357735; No similar. 
 rector jrestrp da inicio foro avances retos cambio climatico colombia labelurl labelurl  ; j : 2650. Sim : 0.5359221; Baja. 
 video profesores unbogota mediran salto tequendama labelurl via unimedios labelurl  ; j : 2651. Sim : 0.17838508; No similar. 
 colombia exitos grandes materia desarrollo alternativo sistematizado experiencia ediazur foroungass; j : 2652. Sim : 0.273958; No similar. 
 salud impacta social economico politico pais debemos ver posconflicto cara futuro l labelurl  ; j : 2653. Sim : 0.3707785; No similar. 
 docentes eafit analizan desafios nuevo codigonacionaldepolicia labelurl labelurl  ; j : 2654. Sim : 0.3095933; No similar. 
 rt acimedellin exembajadora indonesia hablo medellin fuerza femenina paz labelurl via eafit labelur; j : 2655. Sim : 0.3458092; No similar. 
 eafit damos inicio conversatorio movilidad peatonal mauricio garcia villegas labelurl  ; j : 2656. Sim : 0.5478138; Baja. 
 formacion interdisciplinaria fortalece diferencia perfil profesional labelurl labelurl  ; j : 2657. Sim : 0.1481237; No similar. 
 noticiaun patenta tensiometro riego precision vriun orgulloun labelurl via labelurl  ; j : 2658. Sim : 0.09717947; No similar. 
