Modulo nnlm-es-dim128-with-normalization-2
Topicos : comunidadun dia feliz unparatodos mas conoce semana uncolombia video noche dias actividades programacion 
 feliz noche comunidadun deseamos gran final ano 2015 comienzo 2016 lleno mejor somosun uncolombia  ; j : 1. Sim : 0.6217162; Baja. 
 rt hernanolano falsas frases bulos atribuidas pontifexes espere elnuevosiglo articulo verdaderos be; j : 1971. Sim : 0.2518037; No similar. 
 momento corounisabana cristovision final consurso cantale papa  ; j : 1972. Sim : 0.31796917; No similar. 
 historicamente medellin ilegalizo pobladores habitado territorios ahora convierten espacio  ; j : 1973. Sim : 0.19107623; No similar. 
 carolina marino emprendedora alumnisabana eicea mision impulsar startups silicon valley labelurl  ; j : 1974. Sim : 0.21824223; No similar. 
 conoce iniciativas estan transformado arte ciudadano mundo labelurl mes unimos somoscampus  ; j : 1975. Sim : 0.38657093; No similar. 
 rt obsdemocracia participe nivel riesgo desastres naturales lugar usted vive vote aqui labelurl  ; j : 1976. Sim : 0.34613538; No similar. 
 asi pasa fin semana grupo eicea misionchina cultura historia findesemana labelurl  ; j : 1977. Sim : 0.41304433; No similar. 
 comienza mesita noche miren dias programense asistir conversatorios esperamos labelurl  ; j : 1978. Sim : 0.6449901; Baja. 
 pierdas presentacion libro economia color xsalaimartin labelurl labelurl  ; j : 1979. Sim : 0.41887975; No similar. 
 comunidadun partir hoy unbogota invita presentacion resultados labelurl labelurl  ; j : 1980. Sim : 0.45413; No similar. 
 rt alumnisabana espiritu graduados psicosabana1 jornadaactualizacionpsicologia felices ten  ; j : 1981. Sim : 0.3680024; No similar. 
 hoy contamos seguimos siendo mejor universidad pais investigacion labelurl somosorgulloun infopresi; j : 1982. Sim : 0.33309472; No similar. 
 programateun inscribiendote asistir conferencias fceunal proximos dias entrada libre labelurl  ; j : 1983. Sim : 0.49809554; No similar. 
 campusglobaleafit trabajamos expertos tema crisis venezuela conozcan conclusiones aqui labelurl  ; j : 1984. Sim : 0.3927797; No similar. 
 rt gobantioquia aestahora eafit comparte proyectos consejo departamental ambiental mejorar calidadd; j : 1985. Sim : 0.16542274; No similar. 
 orgulloun patrimonio colombianos video labelurl sesquicentenarioun labelurl  ; j : 1986. Sim : 0.24851757; No similar. 
 seran pasos juzgamiento guerrilleros foro justicia paz reto labelurl  ; j : 1987. Sim : 0.258828; No similar. 
 bicentenario reconquista exposicion 22 rosaristas fusilados 1816 labelurl labelurl  ; j : 1988. Sim : 0.11987002; No similar. 
 conmemoracion 57anoseafit eafitbogota desarrolla conversacion cultura integrid labelurl  ; j : 1989. Sim : 0.30067638; No similar. 
 rt revistasemana 50 capitalinos votaria si plebiscito segun estudio unisabana labelurl  ; j : 1990. Sim : 0.27749383; No similar. 
 programateun vacaciones visita exposicionun acto medico claustro san agustin inf labelurl  ; j : 1991. Sim : 0.40225944; No similar. 
 semana discriminacion consulta programacion participa labelurl labelurl  ; j : 1992. Sim : 0.51987493; Baja. 
 mejor volver compartir jornada actualizacion psicologia labelurl labelurl  ; j : 1993. Sim : 0.42428654; No similar. 
 comunidadun cada hace pazun labelurl  ; j : 1994. Sim : 0.11987264; No similar. 
 7 junio 200 pm situacion venezuela consecuencias colombia transmision vivo labelurl  ; j : 1995. Sim : 0.63128495; Baja. 
 hoy gran dia hacer deporte amigos sentirte bien dirbienestarun bienestarbogota foto labelurl  ; j : 1996. Sim : 0.43721697; No similar. 
 unaventanaparasonar invita participar primera feria virtual emprendimientos ingresen labelurl  ; j : 1997. Sim : 0.20922877; No similar. 
 noticiaun pasado viernes presento coleccion editorial sesquicentenarioun labelurl labelurl  ; j : 1998. Sim : 0.41962975; No similar. 
 recuentoun2015 video unmanizales primera sede tienda universitaria labelurl tiendaun via unimedios ; j : 1999. Sim : 0.31212887; No similar. 
 20 abril unaventanaparasonar trae ustedes primera feria virtual emprendimientos inscripciones label; j : 2000. Sim : 0.40610036; No similar. 
 momento celebramos unradio 25 anos labor orgulloun unradio25anos 985unradio labelurl  ; j : 2001. Sim : 0.37182724; No similar. 
 manana sabado 6 mayo tedx aguas uniandes vea agenda programese labelurl labelurl  ; j : 2002. Sim : 0.6132243; Baja. 
 espero vaya ocurrir ocurrio expresidente pastrana silla vacia caguan carlos velandia gestor eln  ; j : 2003. Sim : 0.38584206; No similar. 
 aire mas reciente emision campus global programa eafit hoy analiza situacion venezuela labelurl  ; j : 2004. Sim : 0.5964182; Baja. 
 rt orgulloun institucionalun equipo aplicar plaguicidas recibe patente orgulloun unbogota uncolombi; j : 2005. Sim : 0.14465743; No similar. 
 cese fuego activo mas importante proceso paz mindefensa luis c villegas lapazesposible labelurl  ; j : 2006. Sim : 0.40905824; No similar. 
 comunidadun 24 agosto saca camara contemos experiencia uncolombia labelurl  ; j : 2007. Sim : 0.5455801; Baja. 
 feliznoche 2017 transformaremos vida mas colombianos labelurl launtransformavidas mantillaignacio  ; j : 2008. Sim : 0.25383645; No similar. 
 descubre mundo posibilidades segunda jornada gran feria virtual labelurl labelurl  ; j : 2009. Sim : 0.26659584; No similar. 
 comunidadun comenzar dia activa conciencia campus fomentando actividades generen labelurl  ; j : 2010. Sim : 0.4999911; No similar. 
 comunidad responsabilizate residuos reduce reutiliza recicla unmedellin labelurl ahorraun  ; j : 2011. Sim : 0.028486049; No similar. 
 gustaria estudiar pregrado psicologia eafit cupos disponibles 20172 ver labelurl  ; j : 2012. Sim : 0.35480917; No similar. 
 comunidadun uncolombia xxi congreso colombiano matematicas labelurl unparatodos labelurl  ; j : 2013. Sim : 0.34370798; No similar. 
 minutos comenzara auditorio fundadores eafit entrega iii premio biblioteca narrativa colombia label; j : 2014. Sim : 0.29203817; No similar. 
 listo cierre haymedellin17 pocos minutos crewpeligrosos estara plazoleta estudiant labelurl  ; j : 2015. Sim : 0.38064727; No similar. 
 rt obsdemocracia pierda presentacion barometroamericas2016 18 abril medellin invitan obsdemocracia ; j : 2016. Sim : 0.45265666; No similar. 
 recuerda disminuir consumo energia agua diariamente ahorraun activa conciencia comunidadun feliz fi; j : 2017. Sim : 0.40083575; No similar. 
 celebracion 20 anos politicaur forma parte reencuentro labelurl labelurl  ; j : 2018. Sim : 0.35568714; No similar. 
 plebiscito paz amenaza campana sucia labelurl aldiaconelnova labelurl  ; j : 2019. Sim : 0.27089345; No similar. 
 felizjueves estudian ser humano forma integral feliz dia antropologo labelurl  ; j : 2020. Sim : 0.31571147; No similar. 
 imagen puede verse altura final puente actualidad altura temporal mas baja const labelurl  ; j : 2021. Sim : 0.31498095; No similar. 
 terminar dia trabaja linea investigacion nuevo nobel medicina unpalmira labelurl orgulloun  ; j : 2022. Sim : 0.40163597; No similar. 
 conoce 4 lugares practicar ingles bogota labelurl labelurl  ; j : 2023. Sim : 0.33415782; No similar. 
 felizmartes comienza dia articulo mantillaignacio elespectador reforma universitaria ejemplar label; j : 2024. Sim : 0.36540887; No similar. 
 comunicado consejo academico juanmansantos labelurl unimedios mantillaignacio infopresidencia insti; j : 2025. Sim : 0.1678424; No similar. 
 feliz dia ingenieros usingenieria orgullosos ustedes felizdiadelingeniero labelurl  ; j : 2026. Sim : 0.30115086; No similar. 
 rt comsabana yovuelvoacomsabana mientras evento alumnisabana escuchen endirectosabana noticias 730a; j : 2027. Sim : 0.4659428; No similar. 
 conoce apropiate rede sociales responde manera adecuada respetuosa avancemosenequipoun labelurl  ; j : 2028. Sim : 0.17355324; No similar. 
 felices ver estudiantes grupos bienestarsabana festival gaitas labelurl  ; j : 2029. Sim : 0.18727653; No similar. 
 campus unbogota mejora bienestar comunidadun intervencion edificios labelurl  ; j : 2030. Sim : 0.23764493; No similar. 
 mejora lenguaje corporal confianza traves teatro labelurl labelurl  ; j : 2031. Sim : 0.18322244; No similar. 
 rt obsdemocracia linea informe paz posconflicto reconciliacion barometroamericas2016 descarguelo aq; j : 2032. Sim : 0.3622576; No similar. 
 comunidadun invitamos conocer documentales untelevision trama vida video labelurl unparatodos  ; j : 2033. Sim : 0.43872228; No similar. 
 rt obsdemocracia colombia conservadora actitudes progresistas detras polemica cartillas labelurl ht; j : 2034. Sim : 0.28387597; No similar. 
 rt orgulloun do docentes magistrados corte orgulloun comunidadun labelurl  ; j : 2035. Sim : 0.15304805; No similar. 
 despues dia regataecologica usingenieria despedimos semana viernes unisabana campus labelurl  ; j : 2036. Sim : 0.63676625; Baja. 
 catedra sesquicentenarioun uncolombia reafirma compromiso paz labelurl unmedellin labelurl  ; j : 2037. Sim : 0.27086392; No similar. 
 comunidadun comenzar semana nueva entrega serie grandes maestros elespectador labelurl  ; j : 2038. Sim : 0.33100587; No similar. 
 momento eafit conferencia transformacion digital aqui gedigital haceb labelurl  ; j : 2039. Sim : 0.4605521; No similar. 
 disfrute momentos territorio desarrollar creatividad feliz martes comunidadun labelurl  ; j : 2040. Sim : 0.5175737; Baja. 
 conoce nueva propuesta musica reggae playback natural selection labelurl untelevision  ; j : 2041. Sim : 0.31614646; No similar. 
 rt orgulloun comunidadun defensores derechos humanos iran eeuu orgulloun uncolombia labelurl  ; j : 2042. Sim : 0.30963925; No similar. 
 buenviernes uncolombia patrimonio video labelurl sesquicentenarioun via labelurl  ; j : 2043. Sim : 0.35809994; No similar. 
 preguntaron carl langebaek vicerrector academico si sera obligatorio tomar clases ocho semanas labe; j : 2044. Sim : 0.35572276; No similar. 
 comunidadun diariamente compromiso trabajo pazun dias hayrazonesparalapaz labelurl  ; j : 2045. Sim : 0.5021142; Baja. 
 comunidadun multiculturalidad vives uncolombia pazun labelurl  ; j : 2046. Sim : 0.29132584; No similar. 
 fotografias auditorio leon greiff espacio cultural ciudad universitaria unbogota labelurl  ; j : 2047. Sim : 0.2504441; No similar. 
 terminamos dia invitandolos visitar sala honor jose felix patino restrepo unbogota labelurl  ; j : 2048. Sim : 0.45962685; No similar. 
 conoce apropiate rede sociales institucionales recuerda unificar imagen cuentas labelurl  ; j : 2049. Sim : 0.21951227; No similar. 
 recuerda personalizar rede sociales juntos demostremos somosorgulloun uncolombia labelurl  ; j : 2050. Sim : 0.21560894; No similar. 
 mikebahia pasabordo rector obduliovp sintonia 37anosunisabana bienestarsabana labelurl  ; j : 2051. Sim : 0.10908472; No similar. 
 reyesrite conferencia aqui mando congresodefamilia ifaunisabana inteligenciaemocional resiliencia l; j : 2052. Sim : 0.19251509; No similar. 
 vacuna malaria noche dialogomayortv maestro manuel patarroyo labelurl labelurl  ; j : 2053. Sim : 0.16599493; No similar. 
 aun terminan colegio investigan presentan resultados uninoseafit labelurl labelurl  ; j : 2054. Sim : 0.18652172; No similar. 
 rt orgulloun comunidadun do premios sociedad colombiana matematicas uncolombia orgulloun labelurl  ; j : 2055. Sim : 0.3126175; No similar. 
 sostenibilidadeconomica salio iberia crisis habla director comunicaciones juan cierco labelurl  ; j : 2056. Sim : 0.2828334; No similar. 
 revive mejor seminario desafios paz reintegracion actores armados labelurl labelurl  ; j : 2057. Sim : 0.20279783; No similar. 
 rt bienestarsabana manuela puedes ser parte talentos musicales 2016 cerramos inscripciones viernes ; j : 2058. Sim : 0.4574221; No similar. 
 consejos experto correr 10k labelurl inscribase senek labelurl labelurl  ; j : 2059. Sim : 0.013327458; No similar. 
 comunidad conoce significado mural mundo anhelamos unmedellin click untelevision labelurl  ; j : 2060. Sim : 0.23400687; No similar. 
 comunidadun hoy 500 pm pierdan paneldebate agenda pais mas alla acuerdos h labelurl  ; j : 2061. Sim : 0.57510537; Baja. 
 orgulloun video acreditan alta calidad tres programas uncolombia labelurl feliz noche comunidadun  ; j : 2062. Sim : 0.54562503; Baja. 
 comunidadun ayudanos evaluar servicios unbogota diligenciado encuesta labelurl labelurl  ; j : 2063. Sim : 0.2474149; No similar. 
 rt orgulloun becaria colombia biodiversa orgulloun comunidadun labelurl  ; j : 2064. Sim : 0.2650069; No similar. 
 somosorgulloun universidad nacional mejor investigacion colombia labelurl labelurl  ; j : 2065. Sim : 0.25554597; No similar. 
 comunidadun sintoniza unradio escucha programas gustos 985unradio unradiomedellin labelurl  ; j : 2066. Sim : 0.27286738; No similar. 
 hablar disciplinas importante educacion tambien formacion humanistica colombia j labelurl  ; j : 2067. Sim : 0.42602894; No similar. 
 unperiodico articulo neuroeducacion paz labelurl unimedios unparatodos labelurl  ; j : 2068. Sim : 0.22380818; No similar. 
 lunes seminario cid unbogota programate asiste inscripciones labelurl fceunal labelurl  ; j : 2069. Sim : 0.3601453; No similar. 
 comunidadun conoce apropiate rede sociales institucionales revisa estadisticas cumple objeti labelu; j : 2070. Sim : 0.33927995; No similar. 
 termina dia conociendo mas mas valiosos bienes inmuebles unmedellin click labelurl  ; j : 2071. Sim : 0.3759949; No similar. 
 paraleer nuevo articulo rector ignacio mantilla semana labelurl via elespectador unparatodos  ; j : 2072. Sim : 0.35482803; No similar. 
 conoce programacion forofinconflicto realizara proximo miercoles info labelurl pnudcolombia  ; j : 2073. Sim : 0.6037144; Baja. 
 sabias propia emisora escuchala unradio 985unradio unradiomedellin labelurl  ; j : 2074. Sim : 0.099233665; No similar. 
 movilidadinternacional viaja estudia aprende experienciainolvidable hoy charla 12 m salon c 106 lab; j : 2075. Sim : 0.3056791; No similar. 
 recomendado semana editorialeafit gerencia marca labelurl labelurl  ; j : 2076. Sim : 0.26066688; No similar. 
 rt economiauandes lanzamiento libro historia sindicalismo colombia18502013 29 abril 500 pm labelurl; j : 2077. Sim : 0.2659417; No similar. 
 sabias puedes hacer recorrido virtual sedesun conoce mas labelurl launpatrimoniodetodos  ; j : 2078. Sim : 0.3002142; No similar. 
 diamundialdelaradio invitamos disfrutar mejor urosarioradio labelurl labelurl  ; j : 2079. Sim : 0.21362251; No similar. 
 lapazenfoco mitos mentiras acuerdo influyeron resultado piensapazunal unimedios institucionaltv  ; j : 2080. Sim : 0.09239191; No similar. 
 quiza puede terminar transformado si incluyente angela robledo representante camara  ; j : 2081. Sim : 0.23323351; No similar. 
 rt usembassybogota promesacontinua2017 mas ayuda humanitaria fortalecimiento lazos col eeuu juntosp; j : 2082. Sim : 0.25938162; No similar. 
 danylopera sergiofajardo saludos puede seguir foro web  ; j : 2083. Sim : 0.36656153; No similar. 
 sergiovelezp saludos si programacion entrada gratuita semestre feliz dia  ; j : 2084. Sim : 0.68133813; Media. 
 rt inguniandes semanainnovacion2017 faltan 5 dias semana mas grande innovadores comienza muestra 13; j : 2085. Sim : 0.48882845; No similar. 
 rt admonurosario iniciamos charla inaugural mikeeichenwald howreportur labelurl  ; j : 2086. Sim : 0.29872304; No similar. 
 dias vivimos grandes momentos merecen ser recordados feliz fin semana labelurl  ; j : 2087. Sim : 0.5818651; Baja. 
 unete ht unavidamejores responde vida mejor  ; j : 2088. Sim : 0.32148436; No similar. 
 colombia debe iniciar exportaciones mas importantes carbon crudo reyer gerlagh crecimientoverde lab; j : 2089. Sim : 0.2646961; No similar. 
 resultado 2 octubre da oportunidad construir nuevo mejor acuerdo frankpearl lapazesposible labelurl; j : 2090. Sim : 0.3606748; No similar. 
 sorpresa espera seguidores facebook detalles minutos labelurl  ; j : 2091. Sim : 0.4107911; No similar. 
 comunidadun comenzar dia documentalesun paradoja brillo labelurl untelevision  ; j : 2092. Sim : 0.46733057; No similar. 
 rt grupoargos tourtuitero filial cementosargos cuenta espacio especialmente disenado desarrollo pro; j : 2093. Sim : 0.21694408; No similar. 
