Modulo nnlm-es-dim128-with-normalization-2
Topicos : informe diario inconvenientes 2018 2017 eeuu ofrecemos disculpas 2016 2014 2015 inflacion marzo 
 informe diario mayo 26 2015 ordenes bienes durables eeuu caen 05 mm abril revierten alza marzo labe; j : 1. Sim : 0.61689544; Baja. 
 alrededor sancocho contactamos trabajadores comunidades exigiendo movimientos serios labelurl  ; j : 2488. Sim : 0.05351341; No similar. 
 rscentro porveniroficial ganador lider gobierno corporativo alas20 colombia 2016 labelurl  ; j : 2489. Sim : 0.36007252; No similar. 
 organiza dia indicadores economicosndolar 294117 euro 328195 cafe us15010  ; j : 2490. Sim : 0.3654459; No similar. 
 organiza dia indicadores economicosndolar 310559 euro 347686 cafe us14125  ; j : 2491. Sim : 0.3752332; No similar. 
 top3deimpactoeconomicon1comision europea estaria dispuesta aprobar meta deficit italianon2rusia sen; j : 2492. Sim : 0.29630828; No similar. 
 conozca minutas reunion juntabanrep pasado 27 julio vea razones cuales tasa labelurl  ; j : 2493. Sim : 0.399399; No similar. 
 msftcolombia encontramos bdoinnova amigos bcooccidente sesion mucha innovacion transformacio  ; j : 2494. Sim : 0.3205725; No similar. 
 candidato jair bolsonaro continua estancado 28 intencion voto mientras aspirante partido labelurl  ; j : 2495. Sim : 0.13444245; No similar. 
 siempre precavido abras archivos adjuntos terminen exe zip rar asi evitaras ser victima phishing  ; j : 2496. Sim : 0.18842952; No similar. 
 agendese participe seminariosbanrepnbogota 10 abril produccion academica investigadores jovenes lab; j : 2497. Sim : 0.3242492; No similar. 
 informe diario diciembre 2 2015 yellen dijo subida tasas sera senal confianza economianlabelurl  ; j : 2498. Sim : 0.5945955; Baja. 
 informe diario septiembre 11 2018 china solicita permiso omc imponer sanciones eeuu labelurl  ; j : 2499. Sim : 0.5621302; Baja. 
 barbafalsa12 hola oscar ofrecemos disculpas inconvenientes cuentanos favor mas detalles oc labelurl; j : 2500. Sim : 0.3453994; No similar. 
 partido trabajadores registro tribunal electoral expresidente lula da silva candidato labelurl  ; j : 2501. Sim : 0.24878444; No similar. 
 patton pedacito mas gusto aplicacion logo nuevo bancosaval sacaron estadio genial labelurl  ; j : 2502. Sim : 0.12931454; No similar. 
 andrespardoa china exportaciones crecen menos esperado persisten dudas economia labelurl via reuter; j : 2503. Sim : 0.22525561; No similar. 
 hola simongirango gracias escribirnos ofrecemos disculpas inconvenientes cuentano labelurl  ; j : 2504. Sim : 0.4354506; No similar. 
 andrespardoa comunicado bancorepublica sugiere nuevo aumento tasas marzo 65 surgio alguna preocupac; j : 2505. Sim : 0.38323864; No similar. 
 segun oficina nacional estadisticas economia china crecio 65 aa tercer trimestre ano labelurl  ; j : 2506. Sim : 0.39282522; No similar. 
 informe diario julio 25 2016 caida petroleo empuja dolar encima 3 mil pesos nuevamentenlabelurl  ; j : 2507. Sim : 0.5489201; Baja. 
 andrespardoa colombia bancorepublica mantuvo tasa inter 325 linea expectativa mercado  ; j : 2508. Sim : 0.20233694; No similar. 
 historias colombianos inspiraran ayudaran dar paso emprendemiento labelurl  ; j : 2509. Sim : 0.027900672; No similar. 
 informe diario octubre 4 2018 colombia recompra bonos mil millones dolaresnlabelurl  ; j : 2510. Sim : 0.41875568; No similar. 
 consulte minutas reunion juntabanrep pasado viernes 21 diciembre decidio mantene labelurl  ; j : 2511. Sim : 0.4964269; No similar. 
 terminos convencion varios grupos trabajadores tendran vacaciones 21 dias ano ava labelurl  ; j : 2512. Sim : 0.4140302; No similar. 
 top3deimpactoeconomicon1turquiaduplico aranceles importaciones usan2produccion industrial labelurl ; j : 2513. Sim : 0.15824059; No similar. 
 palmaedwin asi ambas posiciones respetables demuestra caracter democratico pluralista usofrenteobre; j : 2514. Sim : 0.060745705; No similar. 
 andrespardoa inversionistas eurobonos argentinos impugnan fallo corte suprema eeuu labelurl via ft ; j : 2515. Sim : 0.27523983; No similar. 
 sinprosegroky sinprosegbogota sosltda unpcolombia sfcsupervisor ningun beneficio empresas labelurl ; j : 2516. Sim : 0.107953325; No similar. 
 haz proposito dia ensenarle hijo valor dinero contandole precio juguetes ropa labelurl  ; j : 2517. Sim : 0.23498441; No similar. 
 andrespardoa brasil banco central sube tasa inter referencia tasa selic medio punto porcentual 105 ; j : 2518. Sim : 0.17807534; No similar. 
 top3deimpactoeconomicon1comision europea rechazaria meta presupuesto fiscal italian2aie insto opep ; j : 2519. Sim : 0.20063922; No similar. 
 reportesdelemisor monitorear riesgo credito fundamental preservar estabilidad sistema financi label; j : 2520. Sim : 0.14469972; No similar. 
 02 marzo contamos aspectos mas importantes debes saber reformatributaria conectate des labelurl  ; j : 2521. Sim : 0.22300965; No similar. 
 jhonbermont presidente juanmansantos culmino ejercicio funciones 6 agosto 2018 labelurl  ; j : 2522. Sim : 0.26625052; No similar. 
 vanevasquez bancosaval hola vanevasquez disculpa inconvenientes comentanos mensaje directo oc label; j : 2523. Sim : 0.34106556; No similar. 
 itslauralopez hola laura 2 localidades concierto maroon5encolombia admision general osea pie puesto; j : 2524. Sim : 0.18937644; No similar. 
 nextclean continuamos formando profesionalesdelaseo capacitacion parafiscalesgracias acompanamiento; j : 2525. Sim : 0.24682087; No similar. 
 tipfinanciero procura mantenerte dentro presupuesto evita gastos fuga emocionales midete labelurl  ; j : 2526. Sim : 0.040151507; No similar. 
 davidberrio6 sicsuper hola davidberrio6 disculpa inconvenientes comentanos mensaje directo oc label; j : 2527. Sim : 0.34041718; No similar. 
 valoraanalitik video analisis tecnico mensual bolsa colombiannel indice colcap bvccolombia termina ; j : 2528. Sim : 0.490576; No similar. 
 oscarjimenez011 respetado senor jimeneznen siguiente vinculo podra encontrar nueva mejor version la; j : 2529. Sim : 0.1746567; No similar. 
 andrespardoa colombia banco republica eleva tasa inter 45 linea expectativa  ; j : 2530. Sim : 0.24904448; No similar. 
 andrespardoa colombia banco republica eleva tasa inter 425 linea expectativa  ; j : 2531. Sim : 0.28282353; No similar. 
 corficolombiana informe anual corficolombiana diciembre 7 2016 proyecciones 2017 ajuste cuentas lab; j : 2532. Sim : 0.4959367; No similar. 
 top 3 impacto economicoinflacion inglaterra desacelero mas esperado abrilactividad manufactur label; j : 2533. Sim : 0.18263786; No similar. 
 hola nancymagu puedes comunicarte lineas bogota 7447678 nivel nacional 018000 510800  ; j : 2534. Sim : 0.17869008; No similar. 
 darioortiz aqui puedes encontrar tutorial descargar aplicacion sepas paso paso utilizarla labelurl ; j : 2535. Sim : 0.22705139; No similar. 
 cada ano bancorepublica patrocina siete profesionales colombianos deseen estudiar posgrado exter la; j : 2536. Sim : 0.09640341; No similar. 
 minutas reunion politica monetaria reserva federal feed realizada 2 mayo miembros labelurl  ; j : 2537. Sim : 0.34504923; No similar. 
 codirector ameisel senalo aumento consumo final gobierno repunte 39 dinamiza desempeno labelurl  ; j : 2538. Sim : 0.40512323; No similar. 
 segunda mitad siglo xx mujeres mostraron mejoras significativas mayores hombres do labelurl  ; j : 2539. Sim : 0.012989877; No similar. 
 eje cafetero primer trimestre crecieron ventas matriculas vehiculos nuevos labelurl  ; j : 2540. Sim : 0.19963248; No similar. 
 informe diario mayo 9 2018 fitch reafirma calificacion crediticia colombia bbbnlabelurl  ; j : 2541. Sim : 0.60132873; Baja. 
 recuerda regreso clases evento importante ano dejes contemplarlo dentro presupuesto  ; j : 2542. Sim : 0.2134716; No similar. 
 conozca financieros bancorepublica diciembre 2018 labelurl labelurl  ; j : 2543. Sim : 0.23347138; No similar. 
 conozca cerro ano 2017 economia bogota actividades mayor menor dinamismo labelurl  ; j : 2544. Sim : 0.3679073; No similar. 
 hoy vence plazo italia presente union europea nuevo presupuesto proximo ano lueg labelurl  ; j : 2545. Sim : 0.3571386; No similar. 
 usofrenteobrero diciembre 1993 aportes pension trabajadores privados captaban traves seguro socia  ; j : 2546. Sim : 0.2319138; No similar. 
 bseminariosbanrep 5 julio bancorepublica organiza seminario alternativas reforma pensional colo lab; j : 2547. Sim : 0.3197097; No similar. 
 politicas austeridad llevaron ecopetrolsa abandonar pozos cumplir tecnicas exigen practicas labelur; j : 2548. Sim : 0.27905682; No similar. 
 lars169311585 imagen decorativa invitamos seleccionar vinculo incluido trino descargar labelurl  ; j : 2549. Sim : 0.037154317; No similar. 
 panel introduccion nuevo regimen cambiario ana fernanda maiguashca inicia seminario modi labelurl  ; j : 2550. Sim : 0.47521567; No similar. 
 hola lolitaypepita puedes comunicarte asesores linea 018000 510800  ; j : 2551. Sim : 0.14528762; No similar. 
 joseantonioocampo presenta costo estrategia cuyo objetivo lograr desarrollo rural colombia labelurl; j : 2552. Sim : 0.119955204; No similar. 
 eeuu pidio china mantenga estabilidad moneda objetivo desalentar devaluacion labelurl  ; j : 2553. Sim : 0.24628831; No similar. 
 investigacionesbanrep 7 9 aumenta salario individuo capacita frente hac labelurl  ; j : 2554. Sim : 0.1622108; No similar. 
 andrespardoa bancorepublica insiste ajuste gradual postura expansiva politica monetaria q sugiere q; j : 2555. Sim : 0.22276737; No similar. 
 ultimo informe inflacion unidos mostro dato acorde esperado analist labelurl  ; j : 2556. Sim : 0.3476279; No similar. 
 jaocampo exportaciones repuntado aun debajo niveles alcanzados 2014 colapsaron prec labelurl  ; j : 2557. Sim : 0.12805149; No similar. 
 aumento sueldo operadores maquinaria logra uso meta labelurl labelurl  ; j : 2558. Sim : 0.103885256; No similar. 
 juliocromeroa regla fiscal cumpliria 2019 mediante combinacion ley financiamiento recorte presupues; j : 2559. Sim : 0.26294088; No similar. 
 invitamos estudiantes grados 10 11 12 pensar miembros junta bancorepublica ensay labelurl  ; j : 2560. Sim : 0.13897751; No similar. 
 planetaazul utiliza vaso agua cepillarte dientes asi evitaras desperdicio  ; j : 2561. Sim : -0.032434836; No similar. 
 si quieres unir reto millon kms descargar app nacion atletismo porvenir dona cada paso des  ; j : 2562. Sim : 0.1676006; No similar. 
 profesor kemmerer dejo legado vision permitido pais fortaleza institucional ba labelurl  ; j : 2563. Sim : 0.17620508; No similar. 
 top3deimpactoeconomicon1el sector servicios china recupero marzon2la actividad empresarial zon labe; j : 2564. Sim : 0.13218796; No similar. 
 bseminariosbanrep proximo martes 3 julio 8 m 12 45 p m bancorepublica tendra seminario nuevo labelu; j : 2565. Sim : 0.24579448; No similar. 
 cada estacion bombeo cuarto control oficinas nivel nacional trabajadores directos contratistas labe; j : 2566. Sim : 0.056319267; No similar. 
 reportesdelemisor 235 recuento investigaciones publicacion ma labelurl  ; j : 2567. Sim : 0.38574523; No similar. 
 andrespardoa colombia importaciones crecieron 113 anual febrero 2014 labelurl via danecolombia  ; j : 2568. Sim : 0.26583338; No similar. 
 proyecto articulo regulacion cambiaria tasa cambio intermediarios fecha limite p labelurl  ; j : 2569. Sim : 0.3722782; No similar. 
 andrespardoa colombia nuevo indicador produccion concreto crecio 69 anual enero 2014para vivienda c; j : 2570. Sim : 0.37915328; No similar. 
 gobierno china disminuyo objetivo crecimiento economico estableciendolo 6 65 meta labelurl  ; j : 2571. Sim : 0.26086563; No similar. 
 reciente informe especial riesgo credito senala indicadores riesgo cartera comercial most labelurl ; j : 2572. Sim : 0.33700544; No similar. 
 andrespardoa analisis semana corficolombiana informe semanal julio 28 2014 mas inflacion http  ; j : 2573. Sim : 0.6302045; Baja. 
 eventosclavedelajornadademananan eeuu balanza comercialneeuu inventarios ventas mayor labelurl  ; j : 2574. Sim : 0.2882089; No similar. 
 sophyeo19 usofrenteobrero noticiasrcn noticiascaracol lafm vanguardiacom enlaceradiotv telepetroleo; j : 2575. Sim : 0.24715993; No similar. 
 expomedia compartiendo atletas equipoporvenirnven di tambien soylanacion labelurl  ; j : 2576. Sim : 0.09131928; No similar. 
 conozca minutas reunion juntabanrep pasado 20 marzo vea razones cuales tasa labelurl  ; j : 2577. Sim : 0.43502796; No similar. 
 nuevo banrepcultural buenaventura nins dispondran mas 5000 titulos bibliograficos juegos pel labelu; j : 2578. Sim : 0.15020297; No similar. 
 huella losgrandesbdb medellin demostro creatividad dedicacion construyen identidad labelurl  ; j : 2579. Sim : 0.12271583; No similar. 
 icaballe gmail bancobogota hola icaballe gracias escribirnos cuentanos favor mas detalles ocur labe; j : 2580. Sim : 0.2791571; No similar. 
 festereopicnic revelaciones 29012019 fepx labelurl  ; j : 2581. Sim : 0.11233207; No similar. 
 rodrigo13844 hola rodrigo entradas disponibles 2 localidades favor refresca navegador vuelve intent; j : 2582. Sim : 0.24824661; No similar. 
 moveconcertsco hecho hoy haremos historia stayhuman rogerwatersencolombia labelurl  ; j : 2583. Sim : 0.19695415; No similar. 
 mariaclarasosat hola mariaclarasosat ofrecemos disculpas inconvenientes cuentanos favor mas det lab; j : 2584. Sim : 0.29744428; No similar. 
 pachecosteffany hola pachecosteffany ofrecemos disculpas inconvenientes cuentanos favor mas det lab; j : 2585. Sim : 0.310504; No similar. 
 economia consiste saber gastar ahorro saber guardar orisson swett marden  ; j : 2586. Sim : 0.22597443; No similar. 
 davidcasast hola davidcasast ofrecemos disculpas inconvenientes ocasionados cuentanos favor labelur; j : 2587. Sim : 0.15970756; No similar. 
 informe diario noviembre 8 2018 fmi reviso baja pronostico crecimiento mexiconlabelurl  ; j : 2588. Sim : 0.61994547; Baja. 
 alejandropg81 ahora pregunto alguien queda colombia tantito duda lucha clases existe siguen  ; j : 2589. Sim : 0.08730017; No similar. 
 krorodi hola ofrecemos disculpas inconvenientes favor escribenos via dm darte mas informaci labelur; j : 2590. Sim : 0.36853597; No similar. 
 julianaguzmanb hola julianaguzmanb ofrecemos disculpas inconvenientes cuentanos favor mas detal lab; j : 2591. Sim : 0.2689055; No similar. 
 prensarural sabotaje califica sindicato trabajadores petroleo usofrenteobrero caida red electrica  ; j : 2592. Sim : 0.33712658; No similar. 
 andrespardoa colombia concreto producido industria aumento 146 febrero 2014 mayor crecimiento obras; j : 2593. Sim : 0.30645344; No similar. 
 jaimeab88 jaime efecto presento intermitencia operaciones nivel nacional cuales supera labelurl  ; j : 2594. Sim : 0.21166235; No similar. 
 resultados inflacion febrero buena noticia alimentos transables transables cayeron labelurl  ; j : 2595. Sim : 0.32778826; No similar. 
 larepublicaco insidelr pension voluntarias complemento ahorronporveniroficial miguellargacha labelu; j : 2596. Sim : 0.2560945; No similar. 
 numaandres wradiocolombia hola numaandres compartimos numero linea fija nacional 018000 518 labelur; j : 2597. Sim : 0.134963; No similar. 
 seminario comunicaciones uso corpoaurysara bogota dc 17 18 19 agosto 2017 labelurl labelurl  ; j : 2598. Sim : 0.43231472; No similar. 
 analisis renta variable inicio cobertura pacific rubiales navegando tormenta abril 14 2015 labelurl; j : 2599. Sim : 0.30775657; No similar. 
 area ie nominada 4 categorias premiosaie 2018 organizado bvccolombia portafolioco labelurl  ; j : 2600. Sim : 0.13499497; No similar. 
 trump 45avo presidente eeuu discurso conciliador diluye mercados copusd sesgo alcista labelurl  ; j : 2601. Sim : 0.27960446; No similar. 
 top3deimpactoeconomicon1inflacion colombia linea expectativas mercadon2eeuu aplico nu labelurl  ; j : 2602. Sim : 0.3567666; No similar. 
 roblexgeologa hola roblexgeologa lamentamos inconvenientes ocasionados cuentanos favor mas detalles; j : 2603. Sim : 0.14816302; No similar. 
 elcapo711 hola sebastian ofrecemos disculpas inconvenientes cuentanos favor mas detalles labelurl  ; j : 2604. Sim : 0.38373652; No similar. 
 rugemeeste hola ofrecemos disculpas inconvenientes cuentanos favor mas detalles ocurrido p labelurl; j : 2605. Sim : 0.38254935; No similar. 
 femadi66 hola ofrecemos disculpas inconvenientes cuentanos favor mas detalles ocurrido labelurl  ; j : 2606. Sim : 0.35126805; No similar. 
