Modulo nnlm-es-dim128-with-normalization-2
Topicos : informe diario andrespardoa colombia eeuu inconvenientes 2018 inflacion 2017 2014 ofrecemos disculpas tasa 
 andrespardoa eeuu crearon 175 mil empleos netos febrero vs esperado 149 mil tasa desempleo subio 67; j : 1. Sim : 0.44143924; No similar. 
 conclusion adolfomeisel seminario cede economiauandes avances nivel vida co labelurl  ; j : 4012. Sim : 0.26769993; No similar. 
 rochydaza hola rochydaza ofrecemos disculpas inconvenientes cuentanos favor mas detalles labelurl  ; j : 4013. Sim : 0.43738064; No similar. 
 velascoluisf sacar barril petroleo boca pozo cuesta ecopetrolsa mas 5 dolares llevarlas refineria v; j : 4014. Sim : 0.37540385; No similar. 
 pasado mas 36 anos vs reaccionesaval rusia2018 labelurl  ; j : 4015. Sim : 0.17095555; No similar. 
 registra habitos gastos ingresos periodo 90 dias luego haz presupuesto apegate  ; j : 4016. Sim : 0.35497534; No similar. 
 noche mejor bartok beethoven sera interpretado ofj bogota miteatrocolon labelurl  ; j : 4017. Sim : 0.33000565; No similar. 
 dispones facilidad pagos plazo 20 anos opciones abono  ; j : 4018. Sim : 0.2276831; No similar. 
 titogm hola tito gracias escribirnos compartimos url correcta labelurl feliz dia  ; j : 4019. Sim : 0.32303962; No similar. 
 fedesarrollo leonardo villar oferta trabajo crecera debajo ritmo crecimiento pobl labelurl  ; j : 4020. Sim : 0.29541254; No similar. 
 hoy junta directiva nacional usofrenteobrero despues minuciosa revision aprobo pliego peti labelurl; j : 4021. Sim : 0.35435718; No similar. 
 andrespardoa analisis portafolioco futuro politica monetaria eeuu  ; j : 4022. Sim : 0.60479474; Baja. 
 andrespardoa banco central europeo anuncia tambien preparando compra titulos respaldados activos re; j : 4023. Sim : 0.17924558; No similar. 
 investiguen hechos aislados promovidos sindicato siempre invitado mantener cauc labelurl  ; j : 4024. Sim : 0.0032389348; No similar. 
 finaliza participacion joseantonioocampo macrovisioncolombia2018 organizada banco itau si quie labe; j : 4025. Sim : 0.15849517; No similar. 
 andrespardoa colombia alfonso prada alfonsoprada sera nuevo director sena senacomunica  ; j : 4026. Sim : 0.4108045; No similar. 
 cadamlot favor cuenta bancorepublica banco central colombia urugua labelurl  ; j : 4027. Sim : 0.18181434; No similar. 
 acuerdo encuesta opinion consumidor eoc realizada fedesarrollo febrero indice conf labelurl  ; j : 4028. Sim : 0.41538206; No similar. 
 andrespardoa eeuu feed reduce us10 mil millones inyecciones mensuales liquidez ahora solo inyectara; j : 4029. Sim : 0.34547186; No similar. 
 codirector gerardohernandez participa hoy seminario anifco mercado capitales desafios finte labelur; j : 4030. Sim : 0.09942657; No similar. 
 bvccolombia asi quedara conformado comite consultivo mision mercado capitales sfcsupervisor jorge c; j : 4031. Sim : 0.4505379; No similar. 
 agendese participe seminariosbanrepnbucaramanga 13 marzo n industria colombiana siglo xxi labelurl ; j : 4032. Sim : 0.28064597; No similar. 
 agenda seminariosbanrep continua jueves 8 febrero evento realizara 12 pm 2 labelurl  ; j : 4033. Sim : 0.15246904; No similar. 
 entender economia mundial posible gracias entendamoselmundialbdb sigue partidos eco labelurl  ; j : 4034. Sim : 0.213905; No similar. 
 foro online corficolombiana gerardohernandez dijo sector financiero pesar cambio ciclo labelurl  ; j : 4035. Sim : 0.17861372; No similar. 
 primera ministra britanica creo grupo trabajo destinado unir facciones favor brex labelurl  ; j : 4036. Sim : 0.14010277; No similar. 
 andrespardoa oferta record bonos globales corrido 2014 financialtimes fastft colombia join em bond ; j : 4037. Sim : 0.42463917; No similar. 
 vea informealcongreso entregado juntabanrep marzo 2018 muestra capacidad economia colo labelurl  ; j : 4038. Sim : 0.36526284; No similar. 
 hoy conocieron datos ventas minoristas produccion industrial usa evidencio crecimi labelurl  ; j : 4039. Sim : 0.29089916; No similar. 
 adnbucaramanga region segun ecopetrolsa hecho registra debido atendio situacion operacional planta ; j : 4040. Sim : 0.51675904; Baja. 
 reta ingenio creatividad inscribete fintechchallenge2015 podras ganar 30000000 labelurl labelurl  ; j : 4041. Sim : 0.13607074; No similar. 
 empieza dia priorizando tareas escribiendo agendando cada asi disminuyes estres yalcanzaras metas m; j : 4042. Sim : 0.38420182; No similar. 
 inicia quinta reunion ordinaria junta directiva bancorepublica 2018 recordamos hoy t labelurl  ; j : 4043. Sim : 0.2590804; No similar. 
 si quieres pasar siguiente nivel arriesgate sigue reglas segun inter cambia mundo guy kawasaki  ; j : 4044. Sim : 0.28721765; No similar. 
 hacer si empleador adeuda pension 2001 2008 sigue stream labelurl  ; j : 4045. Sim : 0.31612182; No similar. 
 enorgullece resaltar tunja ciudad registro mayor numero asociaciones red bi labelurl  ; j : 4046. Sim : 0.08914186; No similar. 
 revive aqui facebook live emprendimiento siguiente enlace labelurl  ; j : 4047. Sim : 0.1970545; No similar. 
 andrespardoa normalizacion politica monetaria paises avanzados q iba devaluar peso eeuu etapa tempr; j : 4048. Sim : 0.43213093; No similar. 
 seminario economia escuelaing juanpablozarate codirector banrep afirma estan dadas labelurl  ; j : 4049. Sim : 0.38604727; No similar. 
 top3deimpactoeconomicon1gastos consumidor eeuu crecieron forma sostenidan2angela merkel abandonaria; j : 4050. Sim : 0.38794476; No similar. 
 davidberrio6 sicsuper hola davidberrio6 disculpa inconvenientes comentanos mensaje directo oc label; j : 4051. Sim : 0.27428266; No similar. 
 informesobreinflacionen reuniones septiembre octubre juntabanrep pondero debilidad actividad econom; j : 4052. Sim : 0.18820351; No similar. 
 andrespardoa colombia cobro patrimonio seria montos superiores 750 millones pesos partir enero 2015; j : 4053. Sim : 0.41579473; No similar. 
 top 3 impacto economicochina disminuira tarifas automoviles importados eeuubanco central japon labe; j : 4054. Sim : 0.2511637; No similar. 
 vanevasquez bancosaval hola vanevasquez disculpa inconvenientes comentanos mensaje directo oc label; j : 4055. Sim : 0.36369836; No similar. 
 top3deimpactoeconomicon1inflacion colombia linea expectativas mercadon2eeuu aplico nu labelurl  ; j : 4056. Sim : 0.4428436; No similar. 
 andrespardoa analisis portafolioco proximo movimiento tasas inter eeuu labelurl  ; j : 4057. Sim : 0.5358722; Baja. 
 bseminariosbanrep pierda foro 50 anos economia departamento cesar proximo lunes 3 d labelurl  ; j : 4058. Sim : 0.42412537; No similar. 
 comision escalafon presenta balance do meses despues suscrito acuerdo labelurl labelurl  ; j : 4059. Sim : 0.47898242; No similar. 
 wilandcastro hola wilandcastro disculpa inconvenientes comentanos mensaje directo ocurrido jun labe; j : 4060. Sim : 0.28115287; No similar. 
 conejovlanco hola conejovlanco disculpa inconvenientes comentanos mensaje directo ocurrido jun labe; j : 4061. Sim : 0.33804837; No similar. 
 camilapradom hola camilapradom disculpa inconvenientes comentanos mensaje directo ocurrido jun labe; j : 4062. Sim : 0.30552047; No similar. 
 danijurado08 hola danijurado08 disculpa inconvenientes comentanos mensaje directo ocurrido jun labe; j : 4063. Sim : 0.25862116; No similar. 
 giovanny2431 hola giovanny2431 disculpa inconvenientes comentanos mensaje directo ocurrido jun labe; j : 4064. Sim : 0.2252897; No similar. 
 seminario comunicaciones uso corpoaurysara bogota dc 17 18 19 agosto 2017 labelurl labelurl  ; j : 4065. Sim : 0.2864514; No similar. 
 hola juanpabloarist8 pago mesada enero programado dia hoy 10 enero  ; j : 4066. Sim : 0.21152389; No similar. 
 hola 1957toto pago mesada enero programado dia hoy 10 enero  ; j : 4067. Sim : 0.24562857; No similar. 
 yulianav2 felicitaciones ganadores entrada doble expoartesanias 2018nescribenos labelurl  ; j : 4068. Sim : 0.09674537; No similar. 
 carolinamt75 felicitaciones ganadores entrada doble expoartesanias 2018nescribenos labelurl  ; j : 4069. Sim : 0.14576001; No similar. 
 samiusme felicitaciones ganadores entrada doble expoartesanias 2018nescribenos labelurl  ; j : 4070. Sim : 0.12546155; No similar. 
 jaocampo mirando hacia adelante dinamismo exportador esencial debido perspectivas petroleras inc la; j : 4071. Sim : 0.17120868; No similar. 
 andrespardoa colombia 8 hace tiempoentrada usd x inversion directa mayor salida x deficit cuenta co; j : 4072. Sim : 0.42238864; No similar. 
 inicia presentacion retos economia colombiana cargo codirector gerardohernandez foro labelurl  ; j : 4073. Sim : 0.3230484; No similar. 
 binvestigacionesbanrep conozca borrador economia 1049 prueba informacion privada basada subastas la; j : 4074. Sim : 0.2397253; No similar. 
 bueno sabemos lio proxima negociacion sera deficit economico labelurl  ; j : 4075. Sim : 0.45338595; No similar. 
 conozca decisiones tomadas junta directiva bancorepublica reunion mes junio labelurl  ; j : 4076. Sim : 0.24464786; No similar. 
 conozca decisiones tomadas junta directiva bancorepublica reunion mes abril labelurl  ; j : 4077. Sim : 0.2452518; No similar. 
 conogonzalez favor cuenta bancorepublica banco central colombia uru labelurl  ; j : 4078. Sim : 0.2265286; No similar. 
 andrespardoa colombia bonos locales gubernamentales desvalorizan anuncios mayor emision 2014 labelu; j : 4079. Sim : 0.4487756; No similar. 
 mloreguti asamblea accionistas corficolombiana presentamos resultados 2018 retos tal vez crisis rep; j : 4080. Sim : 0.31304923; No similar. 
 hoy 12 m informesobreinflacion juanjoseechavarria haga preguntas llamando costo 01 8000 9 labelurl ; j : 4081. Sim : 0.16815151; No similar. 
 agendese participe seminariosbanrepn3 diciembre medellin seminario economia 215 expositores an labe; j : 4082. Sim : 0.34785444; No similar. 
 trataremos 4 temas 1 reforma tributaria 2 crecimiento economico 3 reforma pensional 4 corrupcion co; j : 4083. Sim : 0.26065657; No similar. 
 invitamos conectarse foro online cambio hora retos nuevo gobierno nhoy julio 18 201 labelurl  ; j : 4084. Sim : 0.24046245; No similar. 
 andrespardoa mas cerca mas lejos analisis portafolioco futuro politica monetaria eeuu labelurl  ; j : 4085. Sim : 0.47261292; No similar. 
 menos pib mas deficit analisis corficolombiana portafolioco andrespardoa labelurl  ; j : 4086. Sim : 0.51107997; Baja. 
 andrespardoa decision bancorepublica subir tasa intervencion 625 mayoria creemos minoria voto  ; j : 4087. Sim : 0.5599586; Baja. 
 libelula0116 camilachain bancolombia hola camilachain invitamos conocer productos comprobar t label; j : 4088. Sim : 0.15486747; No similar. 
 festereopicnic duda 5 abril sera mejor viernes ano fepxnentradas aca labelurl labelurl  ; j : 4089. Sim : 0.2917447; No similar. 
 conoce proyecciones economicas 2018 haciendo clic aqui  ; j : 4090. Sim : 0.44044405; No similar. 
 reciente informe especial riesgo credito senala indicadores riesgo cartera comercial most labelurl ; j : 4091. Sim : 0.36891538; No similar. 
 resultado positivo empresa consistente periodo largo tiempo siempre traera credibilidad  ; j : 4092. Sim : 0.11969183; No similar. 
 masiva asistencia seminario xiv rreunion vista espe participacion reconocidos economistas nacionale; j : 4093. Sim : 0.26681572; No similar. 
 linahinestroza disfruto vida solo yodecidiavanzar nuevos seguros bancosaval cancer  ; j : 4094. Sim : 0.19935997; No similar. 
 danielsossa9 usofrenteobrero visito reparaciones refineria barrancabermejannalertamos ecopetrolsa c; j : 4095. Sim : 0.33841687; No similar. 
 andrespardoa eeuu feed dice tener baja incertidumbre pesar varios errores pronostico labelurl via w; j : 4096. Sim : 0.46290985; No similar. 
 magia base estadistica analisis corficolombiana portafolioco andrespardoa labelurl  ; j : 4097. Sim : 0.31182963; No similar. 
 guillotriana rlgmz gaitanuso usofrenteobrero ecopetrol obtuvo ganancias 66 billones pesos primer se; j : 4098. Sim : 0.25566176; No similar. 
 arriesgue dinero todavia mercado criptomonedas aspecto regulatorio proteccion consumi labelurl  ; j : 4099. Sim : 0.29613727; No similar. 
 pierdas cada encuentro economico entendamoselmundialbdb vivir economia manera diferente duran label; j : 4100. Sim : 0.30569673; No similar. 
 visitanos hoy centro eventos neomundo 700 pm stand 20 descubre cesantias ayud labelurl  ; j : 4101. Sim : 0.1448713; No similar. 
 top3deimpactoeconomicon1mejora confianza inversores zona euron2actividad manufacturera eeu labelurl; j : 4102. Sim : 0.13290377; No similar. 
 tras medida adoptada unidos imponer aranceles productos chinos posterior retaliacion anunc labelurl; j : 4103. Sim : 0.09166096; No similar. 
 estadisticas meta inflacion actualizado 06022018 1200 m labelurl labelurl  ; j : 4104. Sim : 0.3852633; No similar. 
 mibo sera encargado atender exitosamente necesidades productos financieros interactua labelurl  ; j : 4105. Sim : 0.19413069; No similar. 
 ahora soacha carrera 8 12 63 horario atencion lunes viernes 830 be 330 pm labelurl  ; j : 4106. Sim : 0.1642212; No similar. 
 cndeffutsal favor cuenta bancorepublica banco central colombia uru labelurl  ; j : 4107. Sim : 0.23297758; No similar. 
 bseminariosbanrep codirectores ana fernanda maiguashca gerardohernandez tendran panel introduccion ; j : 4108. Sim : 0.37168014; No similar. 
 lapetitelau lapetitelau comunicate lineas atencion linea verde 606 3456 bogota res labelurl  ; j : 4109. Sim : 0.3117006; No similar. 
 agendese participe seminariosbanrepn13 diciembre cartagena seminario 27 industria colombiana labelu; j : 4110. Sim : 0.16890794; No similar. 
 regreso clases visita comercios textos usados pues podras encontrar libros excelente menor precio  ; j : 4111. Sim : 0.16254689; No similar. 
 andrespardoa analisis portafolioco ultimo recorte tasas bancorepublica sigue resto ano http  ; j : 4112. Sim : 0.5206178; Baja. 
 tipdeseguridad mantener actualizado sistema operativo software indispensable evitar ataques cib lab; j : 4113. Sim : 0.12857534; No similar. 
 resultados inflacion febrero buena noticia alimentos transables transables cayeron labelurl  ; j : 4114. Sim : 0.3320215; No similar. 
 huella losgrandesbdb medellin demostro creatividad dedicacion construyen identidad labelurl  ; j : 4115. Sim : 0.2778027; No similar. 
 top3deimpactoeconomicon1 pidio abrir expediente alta deuda publican2 podria crecer producc labelurl; j : 4116. Sim : 0.34608844; No similar. 
 curso avanzado economia profesores 2018 busca promover investigacion economica excelencia academica; j : 4117. Sim : 0.39955515; No similar. 
 fer28castillo hola puedes comunicarte 01 800 05 14652 saludos  ; j : 4118. Sim : 0.36084816; No similar. 
 andrespardoa analisis destorcida mercado bonos especulativos eeuu impacto economia pais labelurl  ; j : 4119. Sim : 0.5426921; Baja. 
 invitamos seguir foro proyecciones economicas 2019 via stream dando clic aqui labelurl  ; j : 4120. Sim : 0.3727428; No similar. 
 mloreguti asamblea bancodebogota presentaron buenos resultados banco colombia centroamerica reconoc; j : 4121. Sim : 0.38657388; No similar. 
 justributaria cifras conoce resumen resultados financieros ecopetrolsa ano 2017 nnsus utilidades ve; j : 4122. Sim : 0.42229167; No similar. 
 angelejos listos escuchar juez goldstone siganos stream labelurl  ; j : 4123. Sim : 0.013126289; No similar. 
 incluye gastos fuga presupuesto destina parte asi mantendras bajo control labelurl  ; j : 4124. Sim : 0.2703424; No similar. 
 andrespardoa colombia simon gaviria simongaviria sera nuevo director planeacion nacional dnpcolombi; j : 4125. Sim : 0.42264777; No similar. 
 unidos china continuaran jueves washington negociaciones comerciales iniciadas hace do seman labelu; j : 4126. Sim : 0.2120664; No similar. 
 andrespardoa wsjamericas feed pondra fin programa compra bonos octubre labelurl anticipamos hace  ; j : 4127. Sim : 0.22341968; No similar. 
 nextclean continuamos formando profesionalesdelaseo capacitacion parafiscalesgracias acompanamiento; j : 4128. Sim : 0.23969723; No similar. 
