Modulo nnlm-es-dim128-with-normalization-2
Topicos : mas unisabana estudiantes colombia investigacion uniandes educacion urosario programas pregrado inscripciones pais urosarionews 
 rt iptigeneva organize citizen forums all over colombia could give new ownership of the peace proce; j : 1. Sim : 0.23683032; No similar. 
 programa posible generosidad funcionarios eafit permite vincular mas jovenes juan labelurl  ; j : 3086. Sim : 0.49360842; No similar. 
 iran sueno persa conquista oriente medio labelurl labelurl  ; j : 3087. Sim : 0.2594089; No similar. 
 gustaria estudiar pregrado ingenieriadeprocesos eafit cupos disponibles 20172 ver labelurl  ; j : 3088. Sim : 0.43170914; No similar. 
 estudiantes ingenieria reciben beca roberto rocca labelurl excelenciauniandes labelurl  ; j : 3089. Sim : 0.5330811; Baja. 
 hoyenelrosario panel innovando analisis tecnico consulta programacion labelurl labelurl  ; j : 3090. Sim : 0.453969; No similar. 
 gustaria estudiar pregrado contaduriapublica eafit cupos disponibles 20172 ver labelurl  ; j : 3091. Sim : 0.46883097; No similar. 
 nuevos estudiantes internacionales eafit bienvenidos internationaleafit labelurl  ; j : 3092. Sim : 0.36216843; No similar. 
 rt comsabana coordinadora formacion asesoria academica catabl20 habla ahora reunion padres labelurl; j : 3093. Sim : 0.5066043; Baja. 
 diplomado gerencia proyectos forum inicia 25 abril labelurl labelurl  ; j : 3094. Sim : 0.26705134; No similar. 
 ursummerschool profundiza temas inter global academicos internacionales labelurl labelurl  ; j : 3095. Sim : 0.30069703; No similar. 
 diferencias sociales economicas campo ciudad veces invisibles colombia descubralas labelurl  ; j : 3096. Sim : 0.48848101; No similar. 
 jcdiazbohorquez habla momento familia redessociales internet congresodefamilia labelurl  ; j : 3097. Sim : 0.16095349; No similar. 
 orgullorosarista malgorzata2505 directora crai habla repositorio edocur labelurl labelurl  ; j : 3098. Sim : 0.14941384; No similar. 
 trabajando medellin territorio forme ciencia progreso territorio  ; j : 3099. Sim : 0.29798424; No similar. 
 damos bienvenida estudiantes carrera filosofia induccion2017 iniciamos nuevo semestre labelurl  ; j : 3100. Sim : 0.3881105; No similar. 
 farc podrian haber hecho mas tema electoral tema construccion pais nicolas montero  ; j : 3101. Sim : 0.56528556; Baja. 
 hoy cierre inscripciones carreras pregrado convocatoria becas excelencia labelurl labelurl  ; j : 3102. Sim : 0.48291424; No similar. 
 conoce impacto beca maria alejandra soler comparte testimonio labelurl labelurl  ; j : 3103. Sim : 0.24447326; No similar. 
 beca talento estrategico comestrategicam comsabana otorgada laura milena mercado labelurl labelurl ; j : 3104. Sim : 0.43962294; No similar. 
 asi transcurre encuentro investigadores asuntos mujer genero marco catedra unesco labelurl  ; j : 3105. Sim : 0.47420838; No similar. 
 jueves puedes perder charla informativa idiomas instituciones convenio lasabanaabroad labelurl  ; j : 3106. Sim : 0.37056538; No similar. 
 observatorio queremos mostrar ciudadanos situacion antioquia respecto deforestacion labelurl  ; j : 3107. Sim : 0.40460175; No similar. 
 rt admonuniandes transmision conferencia innovacion investigacion colombia aprender labelurl http  ; j : 3108. Sim : 0.5920072; Baja. 
 visita exposicionun flujos deseantes museodearteun 4 junio labelurl somosun labelurl  ; j : 3109. Sim : 0.10931213; No similar. 
 periodismo organizaciones sociales reflexion construccion paz labelurl labelurl  ; j : 3110. Sim : 0.4866524; No similar. 
 diainternacionaldelosmuseos museo urosario ofrece diferentes perspectivas memoria labelurl  ; j : 3111. Sim : 0.13827674; No similar. 
 comunidadun sabes principal causa lesiones uncolombia dirbienestarun cuidate labelurl  ; j : 3112. Sim : 0.1848124; No similar. 
 conoce programas ofrecidos ur summer school planea agenda labelurl ursummerschool labelurl  ; j : 3113. Sim : 0.2897107; No similar. 
 nuevas metas nuevos retos hoy comenzamos ano academico 2017 feliz regreso mejores deseos labelurl  ; j : 3114. Sim : 0.2923313; No similar. 
 listo empezar proyectar elfuturodecolombia josephestiglitz siguelo vivo traves labelurl  ; j : 3115. Sim : 0.13954872; No similar. 
 sentimos orgullosos contribuir formacion sigan siendo agentes cambio rector  ; j : 3116. Sim : 0.31680447; No similar. 
 rt craiur urosarionews lunes daremos apertura crai quinta mutis esperamos labelurl  ; j : 3117. Sim : 0.08545833; No similar. 
 sector garabato comuna 14 recibe iniciativasjuveniles alla encontramos llenar arte labelurl  ; j : 3118. Sim : 0.21404426; No similar. 
 rt derechousabana hoy acompana profesor pablo saavedra argentina maestriaderintl maestriadercon ice; j : 3119. Sim : 0.2946717; No similar. 
 debemos aprender aprovechar datos crear transformaciones definir nuevas ideas german men labelurl  ; j : 3120. Sim : 0.22277322; No similar. 
 rt inalde organizacion innovadora pasando puedo hacer jorgeivangomezo analiza revistadinero labelur; j : 3121. Sim : 0.11924809; No similar. 
 becas ejemplo perfecto movilidad social oscar salgado beneficiario solidaridaduniandes labelurl  ; j : 3122. Sim : 0.3514982; No similar. 
 rt obsdemocracia mujeres sobrevivientes violencia sepultaron miedos proyectotumaco noeshoradecallar; j : 3123. Sim : 0.31135803; No similar. 
 orgullorosarista premio juan luis londono cuesta juan miguel gallego econurosario labelurl labelurl; j : 3124. Sim : 0.2740624; No similar. 
 profesoresunisabana investigacion produccion cientifica fortalezas ano anterior labelurl  ; j : 3125. Sim : 0.5531777; Baja. 
 comunidadun hoy sesion cierre catedra sesquicentenarioun premio nobel dr bill phillips labelurl  ; j : 3126. Sim : 0.49225572; No similar. 
 facultad filosofia ciencias humanas celebra cinco anos actividades academicas felicitaciones labelu; j : 3127. Sim : 0.5413958; Baja. 
 rt cienciaseafit buscamos alguien pilo aproveche oportunidad estudia doctorado ingenieriamatematica; j : 3128. Sim : 0.32938993; No similar. 
 rt educaunisabana hoy 80 profesores educacionbogota reciben titulos diferentes programas postgrado ; j : 3129. Sim : 0.51375824; Baja. 
 rt dialogomayortv significado 100 anos diplomacia indigena colombia comunidadindigena canalunoco la; j : 3130. Sim : 0.43595788; No similar. 
 rt grupoargos tourtuitero cuales principales retos innovacion trabaja filial cementosargos centroar; j : 3131. Sim : 0.24573618; No similar. 
 venezuela reconstruccion pais cenizas vivian sequera profesora comsabana via eltiempo  ; j : 3132. Sim : 0.59143305; Baja. 
 noticiaun tesis videoarte galardonada festival cine irani labelurl orgulloun labelurl  ; j : 3133. Sim : 0.31064072; No similar. 
 nueva patente proyecto investigacion eafit cementosargos buscan aportar medio ambiente labelurl  ; j : 3134. Sim : 0.25796378; No similar. 
 trabajamos mas becas deportistas uniandes labelurl mepongolostenis bravissimocity arribabogota revi; j : 3135. Sim : 0.5052514; Baja. 
 rt urbameafit plataforma puede flotar permanecer tierra respondiendo situaciones inundacion patente; j : 3136. Sim : 0.16476683; No similar. 
 salud creemos cuatro gerencias racionalizar tema salud enriquepenalosa  ; j : 3137. Sim : 0.26176688; No similar. 
 stream 15 marzo 900 be futuro integracion latinoamericana estudio banco mundial labelurl  ; j : 3138. Sim : 0.2862943; No similar. 
 tres 10 mejores ecaes derecho uniandinos labelurl labelurl  ; j : 3139. Sim : 0.10665236; No similar. 
 rt capoliticoeafit equipo laboratorio culturaciudadana alianza eafit culturamde comprometidos cambi; j : 3140. Sim : 0.30409145; No similar. 
 video monica hurtado mision academica paz realizo estadosunidos promovida usembassybogota labelurl ; j : 3141. Sim : 0.44908884; No similar. 
 manana eafit pierdan lanzamiento libro nuevos asentamientos informales urbanista david gouverne lab; j : 3142. Sim : 0.42612344; No similar. 
 conferencia perspectivas programa vivienda vipvis urosario labelurl labelurl  ; j : 3143. Sim : 0.23308112; No similar. 
 mes abren inscripciones nuevo curso biotecnologia fac ciencias labelurl labelurl  ; j : 3144. Sim : 0.39520237; No similar. 
 noticiaun investigaciones imprimen vida programa antropologia humanasunal labelurl via unimedios  ; j : 3145. Sim : 0.52623045; Baja. 
 salir frustracion ser activos ciudadanos diseminen esperanza tpaffenholz investigacionesparalapaz  ; j : 3146. Sim : 0.26600578; No similar. 
 colombia comprometio desaparecer pobreza extrema 2030 aliciabarcena cepalonu elfuturodecolombia  ; j : 3147. Sim : 0.32894653; No similar. 
 trata poner centro agenda reto construir pais posconflicto pensando salud menta labelurl  ; j : 3148. Sim : 0.25762457; No similar. 
 traves pregrado cienciaspoliticas podran aportar soluciones transformar problematicas politicas lab; j : 3149. Sim : 0.5538153; Baja. 
 paz guia entender terminos afines proceso negociacion farc labelurl labelurl  ; j : 3150. Sim : 0.41843107; No similar. 
 cuales retos economicos sociales pacifico reviva panel pacificoavanza conozcalos labelurl  ; j : 3151. Sim : 0.46250868; No similar. 
 analisis academia docentes eafit analizan nuevas perspectivas relaciones peninsula coreana labelurl; j : 3152. Sim : 0.52326596; Baja. 
 centro historico patrimonio labelurl labelurl  ; j : 3153. Sim : 0.19540669; No similar. 
 mejor negociacion negociacion posible pascual gaviria  ; j : 3154. Sim : 0.35875785; No similar. 
 siempre sera casa labelurl  ; j : 3155. Sim : 0.21066715; No similar. 
 rt uniandes miprimerdiaenuniandes nuevos estudiantes uniandinos auditorio mario laserna labelurl  ; j : 3156. Sim : 0.36749813; No similar. 
 viernes crear innovar aprender profesores unisabana labelurl  ; j : 3157. Sim : 0.32922915; No similar. 
 articuloun ano terminacion conflicto farc avance eln labelurl unperiodico alejovargasve  ; j : 3158. Sim : 0.4494147; No similar. 
 mexico ee uu 100 anos frontera invisible labelurl labelurl  ; j : 3159. Sim : 0.368073; No similar. 
 va tocar ceder voy empujar sapos tragar francisco santos  ; j : 3160. Sim : 0.06004274; No similar. 
 elretodelajep espacio discusion temas mas determinantes pais labelurl labelurl  ; j : 3161. Sim : 0.4684741; No similar. 
 felicitamos ganadores concurso melajuegoporbogota programa gestion desarrollo urbano politicaur lab; j : 3162. Sim : 0.43957368; No similar. 
 orgullorosarista yuly paola guevara ganadora beca deportiva universidad rosario labelurl labelurl  ; j : 3163. Sim : 0.36327344; No similar. 
 educacion libertad cerca hijos equilibrio nueva etapa universitaria reuniondepadres  ; j : 3164. Sim : 0.38114196; No similar. 
 hoy fecha limite enviar postulaciones convocatoria becas colombia biodiversa labelurl labelurl  ; j : 3165. Sim : 0.4370585; No similar. 
 noticiaun doctorado cienciasfisica destaca personal academico launcuenta labelurl via labelurl  ; j : 3166. Sim : 0.28297082; No similar. 
 conoce rosaristas obtuvieron primer puesto naspaabatten student sim competition labelurl  ; j : 3167. Sim : 0.24888419; No similar. 
 asi vivio lanzamiento libro eduardo santos urosario labelurl labelurl  ; j : 3168. Sim : 0.42868665; No similar. 
 conforma equipo participa imperdible torneo conoce detalles labelurl labelurl  ; j : 3169. Sim : -0.028075054; No similar. 
 rt bibliosabana informacion importante unisabana diadelbibliotecologo labelurl  ; j : 3170. Sim : 0.36207524; No similar. 
 descubre transformar comunidad traves liderazgo labelurl labelurl  ; j : 3171. Sim : 0.18937334; No similar. 
 reflexiones dejo foro llegada papa colombia elpapaencolombia labelurl via eltiempo  ; j : 3172. Sim : 0.4394438; No similar. 
 rt facultadartes decir adios guerra miradas facultad artes labelurl labelurl  ; j : 3173. Sim : 0.31398457; No similar. 
 universidad andes reconoce apoyo fordfoundation labelurl labelurl  ; j : 3174. Sim : 0.33682474; No similar. 
 brasil cometido atentado futbolistico naturaleza santiago segurola labelurl  ; j : 3175. Sim : 0.43043303; No similar. 
 lonuevo maestria gerencia internacional enfasis negocios internacionales market internacional label; j : 3176. Sim : 0.2893618; No similar. 
 conoce mas practicas empresas discriminan mujeres labelurl cienciaydesarrollour labelurl  ; j : 3177. Sim : 0.39544207; No similar. 
 transmediacion cambio contenido medio jaime alejandro rodriguez labelurl  ; j : 3178. Sim : 0.28014296; No similar. 
 pedagogiadelosacuerdos punto 1 acuerdo politica desarrollo agrario integral labelurl labelurl  ; j : 3179. Sim : 0.16349405; No similar. 
 noticiaun do emprendedores ganan concurso manizales unmanizales labelurl orgulloun labelurl  ; j : 3180. Sim : 0.4132336; No similar. 
 humanidades narrativas digitales jaime humberto borja uniandes mediosdigitalesur  ; j : 3181. Sim : 0.48172423; No similar. 
 articulo unperiodico sistema salud bogota afronta crisis legitimidad labelurl labelurl  ; j : 3182. Sim : 0.36337486; No similar. 
 terminar dia noticias orgulloun matematicas acreditada alta calidad labelurl  ; j : 3183. Sim : 0.35631233; No similar. 
 articulo guerra educacion rector ignacio mantilla elespectador labelurl uncolombia  ; j : 3184. Sim : 0.5041435; Baja. 
 asi flujos deseantes exposicion juan fernando herran labelurl labelurl  ; j : 3185. Sim : 0.3820667; No similar. 
 rt uniandinosiempr recuerden hoy seran uniandinosiempre rector uniandes miprimerdiaenuniandes label; j : 3186. Sim : 0.40532973; No similar. 
 descubre fortalecer perfil profesional participa actividad descubre mas labelurl labelurl  ; j : 3187. Sim : 0.15598185; No similar. 
 cancion verano puntowok thecenterstage envivo unisabanaradio labelurl  ; j : 3188. Sim : 0.27505958; No similar. 
 cideruniandes mincultura estan mompox conocer detalles desarrollo economico municipio labelurl  ; j : 3189. Sim : 0.4196957; No similar. 
 rt congresovisible encuesta cuentenos opiniones alrededor acordado habana participacion politica la; j : 3190. Sim : 0.4470469; No similar. 
 rt economiauandes ximena pena homenaje blogoeconomia labelurl via lasillavacia  ; j : 3191. Sim : 0.21934363; No similar. 
 entrevistascampus sabias profesor carlos gaviria cerca ganar oscar gastronomico  ; j : 3192. Sim : 0.376392; No similar. 
 rt unisabanaradio futuros medicos tambien encuentroexcelencia cucuta medicinausabana labelurl  ; j : 3193. Sim : 0.46311915; No similar. 
 tutoriales canal soporte ayudarte proceso inscripcion asignaturas labelurl  ; j : 3194. Sim : 0.46636188; No similar. 
 hoy 20 estudiantes pregrado urosario apoyo parte institucion montos importantes jrestrp suenoser  ; j : 3195. Sim : 0.60791695; Baja. 
 tres estudiantes maestria ideas claras seguridad alimentaria mundo  ; j : 3196. Sim : 0.40756795; No similar. 
 rt econurosario punto vista empresarial paz llegado economiaencolores labelurl  ; j : 3197. Sim : 0.11943193; No similar. 
 rt uniandes miprimerdiaenuniandes plazoleta comidas bloque z labelurl  ; j : 3198. Sim : 0.19594553; No similar. 
 ven descubre tesoros archivo historico labelurl labelurl  ; j : 3199. Sim : 0.139663; No similar. 
 kikarobayo buenas tardes erika servicio prestando normalidad feliz tarde  ; j : 3200. Sim : 0.18068725; No similar. 
 palabras bienvenida rector urosario jrestrp soyrosarista labelurl  ; j : 3201. Sim : 0.23464897; No similar. 
 rt cideruniandes recuerde hoy cierre inscripciones posgrados cider labelurl labelurl  ; j : 3202. Sim : 0.16907144; No similar. 
 genero acciones paz familia estudiantes pedagogia infantil educaunisabana alaire unisabanaradio for; j : 3203. Sim : 0.52032447; Baja. 
 cara vicerrectora stephanie lavaux urosarioradio urenfilbo2016 labelurl  ; j : 3204. Sim : 0.1973499; No similar. 
 pontifex viene colombia transformarla esperanza puede ser pais mejor wmofyago labelurl  ; j : 3205. Sim : 0.38383403; No similar. 
 launcuenta uncolombia finalizaron encuestas reincorporados farcep labelurl labelurl  ; j : 3206. Sim : 0.13849844; No similar. 
 permanente relacion ciencia filosofia labelurl labelurl  ; j : 3207. Sim : 0.30610597; No similar. 
