Modulo nnlm-es-dim128-with-normalization-2
Topicos : comunidadun uncolombia dia conoce unparatodos semana mas feliz video unimedios orgulloun hoy noche 
 rt lacealames2016 if you havent register to lacealames16 just click the link come to learn and inte; j : 1. Sim : 0.021195902; No similar. 
 institucion motivo orgullo diariamente colombia mundo somosorgulloun labelurl  ; j : 3095. Sim : 0.3094209; No similar. 
 programateun manana requiem giuseppe verdi ofb auditorioleondegreiff filarmonibogota labelurl  ; j : 3096. Sim : 0.30682063; No similar. 
 pib ingreso per capita capturan bienestar manera fundamental josephestiglitz elfuturodecolombia  ; j : 3097. Sim : 0.07701336; No similar. 
 foro elnuevoacuerdo esperamos proximo 1 diciembre urosario labelurl labelurl  ; j : 3098. Sim : 0.35301405; No similar. 
 rt bienestarsabana plan viernes acompananos 1 pm match improvisacion apoyando grupo  ; j : 3099. Sim : 0.386547; No similar. 
 comunidadun construyamos conjunto nuevo estatuto estudiantil uncolombia mantillaignacio info labelu; j : 3100. Sim : 0.31407815; No similar. 
 comenzamos dia noticia acreditacion recibira diseno industrial launcuenta labelurl  ; j : 3101. Sim : 0.37174594; No similar. 
 asesinos serie maldad humana limite descubre mas investigacion labelurl labelurl  ; j : 3102. Sim : 0.2534132; No similar. 
 concejodebogota busca promover debate corrupcion catedras bogota particpa labelurl  ; j : 3103. Sim : 0.18303752; No similar. 
 rt comsabana conocer mas especializaciongerenciacomorg entren labelurl hagan parte comun  ; j : 3104. Sim : 0.24702042; No similar. 
 usa hashtag foroungasscol compartir preguntas comentarios evento labelurl  ; j : 3105. Sim : 0.13432652; No similar. 
 mejoracontinuaun obras uncolombia bienal arquitectura 2016 labelurl labelurl  ; j : 3106. Sim : 0.030408738; No similar. 
 vista bucaramangabonita comenzamos encuentroporlaexcelencia hoy reuniremos padres fam labelurl  ; j : 3107. Sim : 0.29070047; No similar. 
 rt orgulloun embajadora turquia orgulloun comunidadun labelurl  ; j : 3108. Sim : 0.33678725; No similar. 
 hoy jovenes opinan lapazenfoco programa piensapazunal unimedios emite hoy institucionaltv 300 pm  ; j : 3109. Sim : 0.41737893; No similar. 
 proxima semana recorriendo unal mapa ilustrado colombia campus conferencia info labelurl  ; j : 3110. Sim : 0.3864746; No similar. 
 hoyeneafit xiii ciclo literatura viajes realizara homenaje cataluna 630 pm ver mas labelurl  ; j : 3111. Sim : 0.30556175; No similar. 
 fotografia coleccion mariposas instituto ciencias naturales icn uncolombia labelurl  ; j : 3112. Sim : 0.18357325; No similar. 
 rt ctaunisabana aprovecha vacaciones si estudiante pregrado inscribete cursos vacacionales labelurl; j : 3113. Sim : 0.21613786; No similar. 
 urosario estrechando lazos suecia swedenincol anderssonfrutos jrestrp mikaeldamberg labelurl  ; j : 3114. Sim : 0.108548515; No similar. 
 felicidad motivo existencia descubrelo labelurl labelurl  ; j : 3115. Sim : 0.23707175; No similar. 
 tip academicos directorio universitario calendario academico agenda estudiantil labelurl  ; j : 3116. Sim : 0.16994955; No similar. 
 importante lunes 24 octubre tren cambia horario subetealtren voyentren labelurl  ; j : 3117. Sim : 0.5297125; Baja. 
 encuentra repositorioun contenidos investigacion uncolombia labelurl unparatodos  ; j : 3118. Sim : 0.35788018; No similar. 
 saludun lesiones tobillo mas afectan gimnastas labelurl dirbienestarun unimedios todossomosbienesta; j : 3119. Sim : 0.24414921; No similar. 
 rt jrestrp feliz dia maestros actores claves comunidad academica protagonistas formacion personas p; j : 3120. Sim : 0.19814393; No similar. 
 muchas posibilidades influir si organiza comunidad posibilidad influir ciudadanos enorme ep  ; j : 3121. Sim : 0.11069499; No similar. 
 jurado pbnc definio semifinalistas premio mejor libro publicado colombianos ultimo ano labelurl  ; j : 3122. Sim : 0.2304849; No similar. 
 comunidadun haz parte bicirrunun muevete bici campus unbogota jaimefrankyr labelurl  ; j : 3123. Sim : 0.2588817; No similar. 
 comunidadun escritor espanol enrique vilamatas visitara uncolombia proximo 8 mayo facultadartes lab; j : 3124. Sim : 0.47250533; No similar. 
 congreso internacional ciencia actuarial finanzas cuantitativas participa labelurl labelurl  ; j : 3125. Sim : -0.037887737; No similar. 
 pandillas latinoamerica fenomeno aun descubrir labelurl labelurl  ; j : 3126. Sim : 0.193818; No similar. 
 simposio interdisciplinariedad bioetica posmedunisabana inscripciones carolinabohorquezunisabanaedu; j : 3127. Sim : 0.07827912; No similar. 
 pajonmiguel saludos puede indicarnos parte campus problemas conexion  ; j : 3128. Sim : 0.37024826; No similar. 
 comunidadun recuerda seguir consejos ahorro conectarte planeta diariamente ahorraun labelurl  ; j : 3129. Sim : 0.3168767; No similar. 
 encuentra todas herramientas aprender perfeccionar ingles nuevo centro ask labelurl  ; j : 3130. Sim : 0.086667344; No similar. 
 ciencia sinonimo desarrollo paz colombia proxima emision dialogomayortv labelurl labelurl  ; j : 3131. Sim : 0.3360888; No similar. 
 rt yonitter 25 tuits valores discurso publico jp cannata labelurl via booksintweets labelurl  ; j : 3132. Sim : 0.10173093; No similar. 
 conoce facilidad viviendauniversitaria labelurl  ; j : 3133. Sim : 0.1937127; No similar. 
 lideres naturaleza queremos transformar tambien gusta escuchar laura marcela hoyos labelurl  ; j : 3134. Sim : 0.18891996; No similar. 
 llegando sistema nervioso central implementacion acuerdos paz jep jrestrp labelurl  ; j : 3135. Sim : 0.18097675; No similar. 
 rt bibliosabana viernes olvides acompanarnos unisabana bienestarsabana labelurl  ; j : 3136. Sim : 0.22896434; No similar. 
 comunidadun participa nueva edicion premios innovadores menores 35 info labelurl labelurl  ; j : 3137. Sim : 0.17571543; No similar. 
 alternativa movilidad unisabana inaugurara tren mover comunidad academica labelurl via elespectador; j : 3138. Sim : 0.12290384; No similar. 
 presentacion biblioteca fray cristobal torres biblioteca antigua doctor luis enrique nieto labelurl; j : 3139. Sim : 0.15572026; No similar. 
 presentacion analisis resultados rank mundial investigacion universidades sir 2017 urosari labelurl; j : 3140. Sim : 0.23392943; No similar. 
 rt lasabanaabroad soon students from usingenieria will visit niulive 100kstrongamericas unisabanain; j : 3141. Sim : 0.05175255; No similar. 
 rt jrestrp dandole vida acuerdo academico cooperacion exclusiva fcardioinfantil urosarionews emcsur; j : 3142. Sim : 0.2507925; No similar. 
 rt mcgutierrezc escuchar camilo herrera siempre placer consumiendo admonuniandes cefauniandes tedxl; j : 3143. Sim : 0.26536363; No similar. 
 comunidadun partir hoy encuentra nuevo sitio oficial instagram labelurl unenfotos labelurl  ; j : 3144. Sim : 0.40132433; No similar. 
 rt grnaranjo justicia paz colombia merece oportunidad elretodelajep urosarionews  ; j : 3145. Sim : 0.3108305; No similar. 
 estan abiertas inscripciones diplomado performance facultadartes info labelurl unparatodos  ; j : 3146. Sim : 0.21393643; No similar. 
 comunidadun damos gran bienvenida nuevo semestre academico uncolombia labelurl  ; j : 3147. Sim : 0.45742872; No similar. 
 volver oscuro valle habla observe regreso gente lugares origen santiago gamboa labelurl  ; j : 3148. Sim : 0.31082103; No similar. 
 representantes grupos estudiantiles unieron causa invita solidaridad labelurl  ; j : 3149. Sim : -0.028591862; No similar. 
 terminar dia trabaja linea investigacion nuevo nobel medicina unpalmira labelurl orgulloun  ; j : 3150. Sim : 0.40992084; No similar. 
 podemos contribuir cada dia tener mejor planeta comparte compromiso labelurl labelurl  ; j : 3151. Sim : 0.2246413; No similar. 
 rt cpoliticasus hoy foro contrast adn pais mgarciavillegas enriqueserrano3 labelurl  ; j : 3152. Sim : 0.32622996; No similar. 
 tener graduados regreso llena alegria asi jornada alumnisabana psicologia labelurl  ; j : 3153. Sim : 0.527021; Baja. 
 museo bancorepublica video mirada historia colombia medio arte untelevision labelurl  ; j : 3154. Sim : 0.28208834; No similar. 
 camilo herrera inicia charla tedx aguas siga vivo transmision labelurl  ; j : 3155. Sim : 0.4455054; No similar. 
 evento hoy acercaremos gente codigo discutiremos varios aspectos despertado inter d labelurl  ; j : 3156. Sim : 0.3400565; No similar. 
 noticiaun uncolombia promueve ley museos creaunal museosun labelurl via unimedios labelurl  ; j : 3157. Sim : 0.23164661; No similar. 
 rt comsabana unisabanaradio transmite ahora evento castanopilar semanacomsabana escuchen labelurl  ; j : 3158. Sim : 0.3201777; No similar. 
 buenos dias comunidadun compartimos ustedes res 175 2016 identidadvisualun labelurl labelurl  ; j : 3159. Sim : 0.35758397; No similar. 
 super agradecimiento todas secretarias dia dia ayudan hacer mejor trabajo feliz labelurl  ; j : 3160. Sim : 0.43350995; No similar. 
 programateun obra teatro camilo lunes 730 pm auditorioleondegreiff labelurl divcultural  ; j : 3161. Sim : 0.37378612; No similar. 
 juan carlos contreras sube escenario tedx aguas siga transmision vivo labelurl  ; j : 3162. Sim : 0.44315156; No similar. 
 edicion 111 eafitense conozcan nueva forma contar historias medio web  ; j : 3163. Sim : 0.23933728; No similar. 
 rt admonuniandes semanainternacional estudiantes upcedu conferencia market digital annovell educaci; j : 3164. Sim : 0.15269521; No similar. 
 foro elnuevoacuerdo retos perspectivas tras proceso renegociacion labelurl labelurl  ; j : 3165. Sim : 0.12950478; No similar. 
 reyesrite conferencia aqui mando congresodefamilia ifaunisabana inteligenciaemocional resiliencia l; j : 3166. Sim : 0.22179556; No similar. 
 paraleer programa fulbright tiempos paz unamazonia mantillaignacio labelurl via labelurl  ; j : 3167. Sim : 0.29824454; No similar. 
 launcuenta sabes formacion docentes uncolombia labelurl balancesocial2015 labelurl  ; j : 3168. Sim : 0.22988994; No similar. 
 felizjueves sabias constante articulacion temas estrategicos nacion launcuenta labelurl  ; j : 3169. Sim : 0.23244053; No similar. 
 conoce mas cultura digital ecosistema medios labelurl labelurl  ; j : 3170. Sim : 0.153141; No similar. 
 rt stembyme clubesdecienciaco invitacion participar abierta notelopierdas harvard mit uniandes cdec; j : 3171. Sim : 0.15592018; No similar. 
 ximena pena contribuciones academicas legado labelurl labelurl  ; j : 3172. Sim : 0.117004775; No similar. 
 elpapaencolombia recomendaciones asistir eventos visita papa guillermo romero labelurl  ; j : 3173. Sim : 0.22350761; No similar. 
 documentalesun terminar semana expedicion botanica nuevo reino granada labelurl untelevision  ; j : 3174. Sim : 0.41952577; No similar. 
 somosorgulloun uncolombia uniandes mejores investigacion labelurl vriun labelurl  ; j : 3175. Sim : 0.24376957; No similar. 
 orgulloun video acreditan alta calidad tres programas uncolombia labelurl feliz noche comunidadun  ; j : 3176. Sim : 0.6247408; Baja. 
 noticiaun microscopio holografico obtiene patente labelurl sicsuper unmedellin via unimedios labelu; j : 3177. Sim : 0.13559414; No similar. 
 rt cementosargos tourtuitero traves centroargosinnovacion fortalecemos compromiso innovacion median; j : 3178. Sim : 0.10377287; No similar. 
 comunidadun 800 pm llega lapazenfoco institucionaltv hoy cultivos ilicitos untelevision labelurl  ; j : 3179. Sim : 0.3305618; No similar. 
 sabias posible aprender filosofia traves zombies descubre mas labelurl labelurl  ; j : 3180. Sim : 0.23306218; No similar. 
 inauguracion simposio egresados emcs mentessaludables jrestrp gquinter thperls rafael riveros label; j : 3181. Sim : 0.12534304; No similar. 
 rt elmundomedellin sabado universidad eafit reuniran amantes coleccionistas bicicletas labelurl  ; j : 3182. Sim : 0.2025337; No similar. 
 noticiaun uncolombia mejores empresas colombia somosorgulloun labelurl labelurl  ; j : 3183. Sim : 0.1614903; No similar. 
 rt egobuniandes celebramos diez anos queremos recordar eventos realizado tiempo 10anosegob labelurl; j : 3184. Sim : 0.3405886; No similar. 
 josep duart experto innovacion educacion invitado innovate 330 labelurl labelurl  ; j : 3185. Sim : 0.1667947; No similar. 
 diapaiz realizaran actividades campus dia conozcalas labelurl labelurl  ; j : 3186. Sim : 0.36077538; No similar. 
 comercio colombia siendo extorsionado guillermobotero presidente fenalconacional labelurl  ; j : 3187. Sim : 0.021743743; No similar. 
 unisabana filosofia bogdan piotrowski habla vida academica amor docencia literatura labelurl  ; j : 3188. Sim : 0.23944344; No similar. 
 salud colombia medicinaunisabana simposio interdisciplinariedad bioetica posmedunisabana labelurl  ; j : 3189. Sim : 0.084008925; No similar. 
 viviendo vida dia dia psicologo agenda celebracion labelurl labelurl  ; j : 3190. Sim : 0.46919852; No similar. 
 pasculli mozart mendelssohn suenan hora oboe christoph hartmann sinfonicaeafit conm labelurl  ; j : 3191. Sim : 0.21326056; No similar. 
 impuestos bebidas azucaradas medida adecuada estrategia salud publica labelurl labelurl  ; j : 3192. Sim : 0.07033777; No similar. 
 comenzo conferencia inaugural fismed yolanda barrasa tema guion series web labelurl  ; j : 3193. Sim : 0.32571235; No similar. 
 apuntes maestros dorado mejores libros 2016 launcuenta revistaarcadia mantillaignacio labelurl  ; j : 3194. Sim : 0.17498039; No similar. 
 foroungasscol labelurl usted control mundial drogas debe enfocarse principalmente  ; j : 3195. Sim : 0.07971104; No similar. 
 rt iptigeneva danger after fail referendum be that those commit to peace r too frustrate to act but; j : 3196. Sim : 0.08403737; No similar. 
 rt grupoargos noticia sic otorgo filial cementosargos eafit segunda patente invencion labelurl  ; j : 3197. Sim : 0.2749403; No similar. 
 articulo unperiodico campus modernos ciudades construccion mejoracontinuaun labelurl labelurl  ; j : 3198. Sim : 0.17587276; No similar. 
 impuesto politica publica simplificar problema agaviriau minsaludcol  ; j : 3199. Sim : 0.02617354; No similar. 
 atencion eafit suma medidas mejorar calidad aire ver comunicado cambios cumpus  ; j : 3200. Sim : 0.21658057; No similar. 
 rt orgulloun top 10 latinoamerica orgulloun institucionalun labelurl  ; j : 3201. Sim : 0.20378023; No similar. 
 2016 ano excepcional fondo editorial coleccion habla bien produccion autores  ; j : 3202. Sim : 0.22332418; No similar. 
 pido favor rede sociales desescalemos caliente mandar senal seria importante f santos  ; j : 3203. Sim : 0.1953312; No similar. 
 eafit obtiene nueva patente evita desgaste piezas industriales labelurl labelurl  ; j : 3204. Sim : 0.045432884; No similar. 
 hoy 300 pm cuatro jovenes opinan lapazenfoco programa piensapazunal unimedios emite institucionaltv; j : 3205. Sim : 0.3218351; No similar. 
 movilidad sera tema central proxima emision dialogomayortv pierdas labelurl labelurl  ; j : 3206. Sim : 0.33843264; No similar. 
 uniandes mit firmaron convenio desarrollar proyectos investigacion conjuntos excelenciauniandes lab; j : 3207. Sim : 0.07427342; No similar. 
 colombiano sabes significa proceso paz pierdas lapazenfoco hoy 300 pm institucionaltv  ; j : 3208. Sim : 0.3399091; No similar. 
 programateun taller abc propiedad intelectual inscripciones aqui labelurl diebun labelurl  ; j : 3209. Sim : 0.23335345; No similar. 
 mejor volver compartir jornada actualizacion psicologia labelurl labelurl  ; j : 3210. Sim : 0.35637715; No similar. 
 constitucion 1991 realidad lectura recomendada fin semana labelurl labelurl  ; j : 3211. Sim : 0.42978063; No similar. 
 terminemos dia click arboretum palmetum leon morales soto unmedellin video labelurl feliz noche  ; j : 3212. Sim : 0.5113402; Baja. 
 proposido aboles estudiantes eafit crearon infografico especies campus  ; j : 3213. Sim : -0.0011508977; No similar. 
 toda programacion 1200 m diapaiz labelurl labelurl  ; j : 3214. Sim : 0.25294992; No similar. 
 video masiva asistencia acto bienvenida nuevos estudiantes unbogota labelurl via unimedios comunida; j : 3215. Sim : 0.3800142; No similar. 
 unaventanaparasonar feria virtual genera oportunidades paz labelurl labelurl  ; j : 3216. Sim : 0.23718245; No similar. 
