Modulo nnlm-es-dim128-with-normalization-2
Topicos : unisabana colombia mas estudiantes paz educacion social cambio investigacion innovacion ser carlos santos 
 1998 francisco santos participo manera activa acuerdos puerta cielo eln carlos velandia gestor paz ; j : 1. Sim : 0.5766231; Baja. 
 bienvenidos gracias escoger colombia medellin eafit asumimos llegada gran responsabilidad jua label; j : 2182. Sim : 0.5374713; Baja. 
 mejores deseos felizcumpleanos labelurl  ; j : 2183. Sim : 0.23280978; No similar. 
 noticiaun u nacional consumo pollo causa pubertad precoz labelurl via elespectador labelurl  ; j : 2184. Sim : 0.2675171; No similar. 
 apps evitar desercion controlar finanzas u seleccion unisabana elespectador labelurl  ; j : 2185. Sim : 0.49413452; No similar. 
 felipe bernalestudiante comsabana practicante episcopadocol apoya labor informativa visita papa lab; j : 2186. Sim : 0.39367792; No similar. 
 rt orgulloun corteza corto mas original alemania comunidadun orgulloun labelurl  ; j : 2187. Sim : 0.2600188; No similar. 
 rt neosapter si posible lograr objetivos desarrollo sostenible traves emprendimiento lideresemprend; j : 2188. Sim : 0.33966982; No similar. 
 rt mineducacion gracias profes comunidad educativa logrando ser pais mejor educado n  ; j : 2189. Sim : 0.675468; Media. 
 rt guiaacademica unisabana revelo incremento cada vez mayor practica digital jovenes labelurl  ; j : 2190. Sim : 0.3787042; No similar. 
 rt fiafest tercerfiafest desea feliz cumpleanos albertogpmga jefe area audiovisual unisabana curado; j : 2191. Sim : 0.38657954; No similar. 
 ficogutierrez afirma innovacion ciencia tecnologia meta inversion ciudad alcaldiademed pactoglobal ; j : 2192. Sim : 0.5171914; Baja. 
 comunidadun sabes relacion ciencias exactas dali descubrelo labelurl via labelurl  ; j : 2193. Sim : 0.38415992; No similar. 
 rt unisabanaradio padres estudiantes acompanan hora enkrretate veremos pronto unisabana reuniondepa; j : 2194. Sim : 0.4578074; No similar. 
 articulo derecho desconectarse rector mantillaignacio elespectador labelurl labelurl  ; j : 2195. Sim : 0.40293515; No similar. 
 invitamos conocer beneficios dejar carro casa sosporelaire labelurl  ; j : 2196. Sim : 0.30298892; No similar. 
 manana esperamos partir 1200 pm catedra asia peninsula coreana punto ebullicion  ; j : 2197. Sim : 0.41708383; No similar. 
 genert89 buenos dias puede dirigirse labelurl mas informacion aplicar quieroestudiar  ; j : 2198. Sim : 0.42970562; No similar. 
 rt maalejandracp celebracion firma catedra unesco urosarionews urosarioradio labelurl  ; j : 2199. Sim : 0.358611; No similar. 
 conoce archivo historico ur guardian patrimonio documental pais labelurl labelurl  ; j : 2200. Sim : 0.4477434; No similar. 
 nadie pueden llevar dejar armas despues cambiarle reglas juego claralopezobre lospresidenciables201; j : 2201. Sim : 0.2186682; No similar. 
 rt medicinasabana foto medicina ciencia arte opencampus2017 labelurl  ; j : 2202. Sim : 0.38638884; No similar. 
 rt miguelurra futuros medicos unisabana hablando intervencion comunitaria hablando carino amor aleg; j : 2203. Sim : 0.5810184; Baja. 
 comenzar gran semana recuerda poner practica consejos expresatebien comunicate mejor labelurl  ; j : 2204. Sim : 0.18475896; No similar. 
 rt comsabana gracias padres familia hoy nutren encuentroexcelencia neiva gracias esco  ; j : 2205. Sim : 0.23692372; No similar. 
 rt bienestarsabana seguimos recibiendo mayor cantidad juguetes nuevos posible ayudanos llevar felic; j : 2206. Sim : 0.24254169; No similar. 
 ceremonia reconocimiento profesores gracias logros academicos ingresaron actual escalafon labelurl ; j : 2207. Sim : 0.4934656; No similar. 
 rt comsabana nuevo decano comsabana manuelgobe da bienvenida alumnos unisabana dronecomsabana  ; j : 2208. Sim : 0.2503535; No similar. 
 entrevistascampus nuevo enfoque interdisciplinario aprender neurociencias kemelg habla iniciativa l; j : 2209. Sim : 0.27334887; No similar. 
 ven descubre tesoros archivo historico labelurl labelurl  ; j : 2210. Sim : 0.22949798; No similar. 
 mejores deseos dia importante estudiantes ctaunisabana labelurl  ; j : 2211. Sim : 0.41308776; No similar. 
 rector unisabana foro eltiempo episcopadocol visita apostolica pontifex labelurl  ; j : 2212. Sim : 0.4954084; No similar. 
 paz seguridad ciudadana nociones hermanas humberto calle jefe equipopazgob beneficiosdelapaz  ; j : 2213. Sim : 0.4919633; No similar. 
 creo deberia haber curules victimas voz voto luchen espacio f santos labelurl  ; j : 2214. Sim : 0.50278944; Baja. 
 rt orgulloun medicina acreditada alta calidad institucionalun orgulloun labelurl  ; j : 2215. Sim : 0.14985046; No similar. 
 catolicismo siempre suena nuevo labios jackvalero seminariospapaunisabana pontifex labelurl  ; j : 2216. Sim : 0.217913; No similar. 
 industria innovacion sostenibilidad mikaeldamberg ministro empresa innovacion suecia labelurl  ; j : 2217. Sim : 0.40052825; No similar. 
 rt profebarreto educaunisabana unisabana hace parte red latinoamericana investigacion didactica cie; j : 2218. Sim : 0.48612204; No similar. 
 rt deloitteco danymatu ganas pasion hacemos fortalezas generacionquetransforma organizacion ea  ; j : 2219. Sim : 0.4647927; No similar. 
 rt derechousabana beca internacional excelencia academica unisabana icetex accoldi comsabana icfesc; j : 2220. Sim : 0.40666488; No similar. 
 pontifex viene colombia transformarla esperanza puede ser pais mejor wmofyago labelurl  ; j : 2221. Sim : 0.55691254; Baja. 
 mikaeldamberg ministro empresa innovacion suecia nuevo miembro honorario comite asesor empresarial ; j : 2222. Sim : 0.3584307; No similar. 
 duelo universidad rosario muerte carlos fabian herrera rechazo acto violencia labelurl  ; j : 2223. Sim : 0.5548963; Baja. 
 bienestarsabana tambien ii encuentro excelencia innovacion tecnologia neiva labelurl  ; j : 2224. Sim : 0.5833009; Baja. 
 practicas trabajo probono facilitando acceso real efectivo justicia labelurl labelurl  ; j : 2225. Sim : 0.31548193; No similar. 
 felicitamos ganadores concurso melajuegoporbogota programa gestion desarrollo urbano politicaur lab; j : 2226. Sim : 0.34724903; No similar. 
 huella general santander universidad publica ignacio mantilla marco labelurl  ; j : 2227. Sim : 0.44919908; No similar. 
 asi funciona reforma pensional propone observatorio laboral ur labelurl cienciaydesarrollour labelu; j : 2228. Sim : 0.3556924; No similar. 
 rt obsdemocracia diadelamujer dicen mujeres calle hacen congreso especial cerosetenta labelurl  ; j : 2229. Sim : 0.20091996; No similar. 
 acompanamos promocion numero 15 mediuniandes celebracion proximos grados felicitaciones labelurl  ; j : 2230. Sim : 0.5299968; Baja. 
 rt derechousabana hoy acompanan futuros politologos desayuno conversatorio cpoliticasus unisabana l; j : 2231. Sim : 0.42182514; No similar. 
 internacionalizacion educacion superior noche dialogomayortv canalunoco labelurl  ; j : 2232. Sim : 0.4355188; No similar. 
 arte ayuda entrenarnos hacer juicios tolerar diferencia antanasmockus culturaciudadana labelurl  ; j : 2233. Sim : 0.23939914; No similar. 
 miprimerdiaenuniandes saludo bienvenida nuevos estudiantes uniandinos labelurl  ; j : 2234. Sim : 0.32366753; No similar. 
 rt cmilanoticia nacional mantillaignacio critica posible aprobacion reforma educativa fasttrack lab; j : 2235. Sim : 0.4123157; No similar. 
 concierto cierre diapaiz moratbanda labelurl  ; j : 2236. Sim : 0.05121129; No similar. 
 diamundialdelaradio invitamos disfrutar mejor urosarioradio labelurl labelurl  ; j : 2237. Sim : 0.10627671; No similar. 
 volveracasa alumnisabana sersabanavalelapena labelurl  ; j : 2238. Sim : 0.03192749; No similar. 
 puedes consultar nueva edicion urrevista labelurl labelurl  ; j : 2239. Sim : 0.21764967; No similar. 
 ensenanza virtud educacion contemporanea labelurl labelurl  ; j : 2240. Sim : 0.5677011; Baja. 
 comenzamos iv encuentro ingenio innovacion usingenieria labelurl  ; j : 2241. Sim : 0.41013765; No similar. 
 hernanolano eltiempotele transmision nobelprize otorga juanmansantos unisabana equipopazgob  ; j : 2242. Sim : 0.36491597; No similar. 
 j m coetzee desgracia sociedad contemporanea labelurl urrevista labelurl  ; j : 2243. Sim : 0.37345383; No similar. 
 congreso anual ifera 2016 inalde espacio hablo narrativas empresa familiar labelurl  ; j : 2244. Sim : 0.22272493; No similar. 
 uniandes reconoce apoyo fundacion ford labelurl labelurl  ; j : 2245. Sim : 0.3012946; No similar. 
 iii congreso suramericano derecho futbol 27 abril labelurl  ; j : 2246. Sim : 0.3369699; No similar. 
 futuros serpilopaga aprendiendo experiencia usuario robotica usingenieria labelurl  ; j : 2247. Sim : 0.33574173; No similar. 
 unperiodico especial acuerdo habana justicia paz labelurl unimedios labelurl  ; j : 2248. Sim : 0.46627477; No similar. 
 comunidadun extraordinario pasara 24 agosto alista camara parte undiaenlaun info labelurl  ; j : 2249. Sim : 0.19280839; No similar. 
 innovate330 mas 100 experiencias innovacion educacion labelurl labelurl  ; j : 2250. Sim : 0.5972611; Baja. 
 noticiaun proyecto convertir ciudades colombianas smart cities labelurl labelurl  ; j : 2251. Sim : 0.24161363; No similar. 
 pierdas muestra trabajos grado sala u unmedellin exposicionun labelurl labelurl  ; j : 2252. Sim : 0.008878213; No similar. 
 minutos innovacion educacion dialogomayortv canalunoco labelurl labelurl  ; j : 2253. Sim : 0.37649783; No similar. 
 listo fismed 2016 fismed mas informacion labelurl labelurl  ; j : 2254. Sim : 0.3611713; No similar. 
 rt psicosabana1 psicosabana2016 1 4 noviembre unisabana diegoefrenroca esperamos labelurl  ; j : 2255. Sim : 0.14837866; No similar. 
 rt comfama eafit apoyamos lacealames16 hablamos economia herramienta indispensable pensar futuro fe; j : 2256. Sim : 0.37617522; No similar. 
 rt centromemoriah agendate acuerdos paz constituyente experiencias 90 proceso actual uncolombia lab; j : 2257. Sim : 0.32688975; No similar. 
 rt icfescol partido historia encuentro conmemora caidos guerra convierte simbolo paz labelurl  ; j : 2258. Sim : 0.43564194; No similar. 
 rt bayerinnovacion ganadores convocatoria jovenes innovadores comparten historias torno innovacion ; j : 2259. Sim : 0.43718207; No similar. 
 educacion desarrollo rural noche dialogomayortv canalunoco labelurl labelurl  ; j : 2260. Sim : 0.37719515; No similar. 
 sentimos agradecidos elegido eafit continuar estudios posgrado juan luis mejia aran labelurl  ; j : 2261. Sim : 0.545871; Baja. 
 rt areametropol revive emision dialogosmetropolitanos mediteenelconsumo eafit epmestamosahi telemed; j : 2262. Sim : 0.2745254; No similar. 
 sabemos vale pena formar maestros conozcan nueva facultad cifeuniandes labelurl labelurl  ; j : 2263. Sim : 0.23349348; No similar. 
 rt oaduniandes enlamemoria rafael gutierrez director planta fisica permanente gestor desarrollo cam; j : 2264. Sim : 0.38662034; No similar. 
 hoy gran dia continuar poniendo practica consejos expresatebien comunicate mejor video labelurl  ; j : 2265. Sim : 0.38421202; No similar. 
 nunca tarde formacion habilidades mundo laboral pablobrassiolo agendacaf red2016 labelurl  ; j : 2266. Sim : 0.38808998; No similar. 
 entregarle patrimonio sociedad forma generar futuro rector jrestrp labelurl  ; j : 2267. Sim : 0.2789552; No similar. 
 ciencia practica mindfulness mejorando hacia bienestar medicos pacientes carl fulwiler labelurl  ; j : 2268. Sim : 0.4087813; No similar. 
 final conflicto debe fortalecer alianza ciudadania empresa humberto calle jefe equipopazgob benefic; j : 2269. Sim : 0.44798297; No similar. 
 rt inguniandes suds labelurl  ; j : 2270. Sim : 0.09550628; No similar. 
 comunidadun serie grandes maestros elespectador chucho bejarano compromiso paz labelurl orgulloun  ; j : 2271. Sim : 0.35513845; No similar. 
 rt orgulloun maestria discapacidad inclusion social acreditada alta calidad orgulloun institucional; j : 2272. Sim : 0.35027227; No similar. 
 descubre mas copa america futbol urosario labelurl labelurl  ; j : 2273. Sim : 0.40930778; No similar. 
 noticiaun financiacion esencial cerrar brecha doctor pais alexgomezmejia labelurl labelurl  ; j : 2274. Sim : 0.47230434; No similar. 
 ley procedimientoabreviado da pasos hacia reforma politica criminal nestor humberto martinez labelu; j : 2275. Sim : 0.585993; Baja. 
 opencampus2017 futuro metas suenos puertas abiertas proyecto vida ideales felicidad labelurl  ; j : 2276. Sim : 0.43060547; No similar. 
 espiritu acuerdo capta corazon emociones solo razon afergussonb  ; j : 2277. Sim : 0.50344217; Baja. 
 eln dice queremos casa carro beca acuerdo politico habra iniciativa favorabilidad politica c veland; j : 2278. Sim : 0.58301127; Baja. 
 doctora martalucia tamayo habla inclusion medicina discapacidad simposiobioetica salud colombia lab; j : 2279. Sim : 0.5734131; Baja. 
 miprimerdiaenuniandes culturauniandes viene 20162 labelurl  ; j : 2280. Sim : 0.16199023; No similar. 
 felizviernes hoy compartimos ustedes pasada entrega serie grandes maestros elespectador somosun lab; j : 2281. Sim : 0.38372332; No similar. 
 intersecciones espacios comunes propiedad justicia transicional labelurl labelurl  ; j : 2282. Sim : 0.26666042; No similar. 
 mateo velasquez ingenieria matematica premiado investigacion tasas inter colombia labelurl  ; j : 2283. Sim : 0.71860003; Media. 
 rt cpoliticasus esperamos manana foro contrast plebiscito si rafael nieto loaiza jorge ivan cuervo ; j : 2284. Sim : 0.45635086; No similar. 
 momento eafit conferencia transformacion digital aqui gedigital haceb labelurl  ; j : 2285. Sim : 0.45699805; No similar. 
 noticiaun embajador paises bajos visita uncolombia labelurl internacionalizacionun labelurl  ; j : 2286. Sim : 0.24064685; No similar. 
 generacion nuevos colombianos merecen pais paz mindefensa luis carlos villegas lapazesposible  ; j : 2287. Sim : 0.74652493; Media. 
 eafit recorrio 2016 lleno satisfacciones labelurl labelurl  ; j : 2288. Sim : 0.35439274; No similar. 
 todas part llevan meta papas criollas mas nutritivas rentables labelurl feliz noche  ; j : 2289. Sim : 0.3314455; No similar. 
 hoyeneafit vive viii encuentro investigacion escolar calidad educativa riemedellin labelurl  ; j : 2290. Sim : 0.50477433; Baja. 
 noticiaun redemprendia resalta liderazgo innovador uncolombia labelurl catedra labelurl  ; j : 2291. Sim : 0.25449958; No similar. 
 rio bogota multimillonaria riqueza desaprovecha jefferson galeano educaunisabana labelurl via elesp; j : 2292. Sim : 0.42932317; No similar. 
 rt behrentz ustedes generacion esperanza dice rector pablonavasuand graduandos uniandes uniandinosi; j : 2293. Sim : 0.45771432; No similar. 
 rt facisouniandes felizmartes comunidadfaciso abierta convocatoria revista estudios sociales labelu; j : 2294. Sim : 0.15977107; No similar. 
 rt fismed queremos esperamos sillavaciafismed consulta programacion labelurl miraens  ; j : 2295. Sim : 0.35481125; No similar. 
 rt unisabanaradio empieza nueva temporada unisabana radio programas buscan equipo suena escribenos ; j : 2296. Sim : 0.2280045; No similar. 
 rt unimedios rechaza accion violenta ocurrida ayer campus sede bogota jaimefrankyr unbogota labelur; j : 2297. Sim : 0.38173255; No similar. 
 si voluntarios visita papa colombia esperamos jornada formacion labelurl  ; j : 2298. Sim : 0.5205202; Baja. 
 rt unisabanaradio semana pasada unisabana viene unisabana radio dias cumplir 8 anos  ; j : 2299. Sim : 0.38379544; No similar. 
 noticiaun nueva plaza gobierno valledupar disenada orgulloun labelurl labelurl  ; j : 2300. Sim : 0.24165526; No similar. 
 uniandes conecta conocimiento sector productivo tecnnovauee innovacion labelurl labelurl  ; j : 2301. Sim : 0.31698802; No similar. 
 proyecto procedimientoabreviado sido bien construido trabajo conjunto tres ramas d labelurl  ; j : 2302. Sim : 0.28333148; No similar. 
