Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos detalles escribirnos directo ayudarte ocurrido dm informacion numero 
 bandrespardoa we expect authorities to secure passage of significant structural tax reform to prese; j : 1. Sim : 0.23039268; No similar. 
 sergiopilo hola sergio permitenos ayudarte si caos puntual escribenos favor dm revisarl labelurl  ; j : 2904. Sim : 0.5432558; Baja. 
 vichentedc si empezamos seguir favor siguenos enviarte in mensaje privado  ; j : 2905. Sim : 0.50663716; Baja. 
 jennboshell lollapaloozaconaval bancosaval habra kidsllapalooza amo integren ninos  ; j : 2906. Sim : 0.182171; No similar. 
 ecopetrolsa modelo evaluacion desempeno unilateral subjetivo permite arbitrariedadnnnoso labelurl  ; j : 2907. Sim : 0.30407596; No similar. 
 krola80 hola krola80 alegra saludarte cuentanos mensaje directo inconveniente hora labelurl  ; j : 2908. Sim : 0.64150494; Baja. 
 soreygarcia hola mensaje cuentanos ocurrido saludos  ; j : 2909. Sim : 0.65369385; Baja. 
 dia hoy primera ministra britanica reunira lider oposicion laborista jeremy corbyn labelurl  ; j : 2910. Sim : 0.2710179; No similar. 
 asi suena systemasolar storylandconaval vivan experiencia labelurl  ; j : 2911. Sim : 0.34278083; No similar. 
 ehperezlo felipeacevedom quediosaodiosa dar cumplimiento ley 1167 2007 congresodecol labelurl  ; j : 2912. Sim : 0.26959136; No similar. 
 juliethlalinda hola juliethlalinda disculpa inconvenientes comentanos mensaje directo ocurrido labe; j : 2913. Sim : 0.49099943; No similar. 
 edmundoariasga hola edmundoariasga disculpa inconvenientes comentanos mensaje directo ocurrido labe; j : 2914. Sim : 0.5352666; Baja. 
 rafaelmateral hola rafaelmateral disculpa inconvenientes comentanos mensaje directo ocurrido j labe; j : 2915. Sim : 0.5155863; Baja. 
 alexdeltablon hola alexdeltablon disculpa inconvenientes comentanos mensaje directo ocurrido j labe; j : 2916. Sim : 0.5422883; Baja. 
 rauljrsalazar hola rauljrsalazar disculpa inconvenientes comentanos mensaje directo detalles labelu; j : 2917. Sim : 0.5337448; Baja. 
 acomoamil hola acomoamil disculpa inconvenientes amplianos favor informacion ocurrid labelurl  ; j : 2918. Sim : 0.5429088; Baja. 
 kamuifx citicolombia buenas tardes permitenos ayudarte envianos detalles caso dm quedamos atentos  ; j : 2919. Sim : 0.55917686; Baja. 
 daviidkw daviidkw gestionando consulta traves mensaje directo seguimos contacto  ; j : 2920. Sim : 0.59228116; Baja. 
 monterialcaldia gracias banco occidente donarnos bicicletas programa pedaleando hacia suenos oficin; j : 2921. Sim : 0.31159246; No similar. 
 ponchovergara manifb10 hola ponchovergara gracias escribirnos cuentanos favor mas detalles oc label; j : 2922. Sim : 0.66402394; Baja. 
 fabiands24 cuentanos banco cuenta tipo cuenta brindarte informacion  ; j : 2923. Sim : 0.5156363; Baja. 
 correco yocorroporlasfuturasgeneracionesdeatletas porveniroficial labelurl  ; j : 2924. Sim : 0.08595492; No similar. 
 helydim hola helydim gracias escribirnos informacion debes confirmarla directamente empresas labelu; j : 2925. Sim : 0.6058065; Baja. 
 andrespsk hola andres permitenos ayudarte si caso puntualescribenos favor dm revisarlo labelurl  ; j : 2926. Sim : 0.5616024; Baja. 
 javiermuriel hola javiermuriel disculpa inconvenientes comentanos mensaje directo ocurrido j labelu; j : 2927. Sim : 0.54843163; Baja. 
 lovrruinetodo hola lovrruinetodo disculpa inconvenientes comentanos mensaje directo ocurrido j labe; j : 2928. Sim : 0.61795574; Baja. 
 diecare cuentanos inconveniente presentas  ; j : 2929. Sim : 0.4607972; No similar. 
 diegoamayav hola diegoamayav gracias escribirnos ofrecemos disculpas inconvenientes indicanos label; j : 2930. Sim : 0.5309292; Baja. 
 annamontenegrog hola annamontenegrog ofrecemos disculpas inconvenientes favor indicanos nume labelu; j : 2931. Sim : 0.41054767; No similar. 
 arquitectoab gnavastalero sfcsupervisor hola arquitectoab gracias escribirnos bancodebogota labelur; j : 2932. Sim : 0.477194; No similar. 
 diegoamayav hola diegoamayav ofrecemos disculpas inconvenientes cuentanos favor mas detalles labelu; j : 2933. Sim : 0.6634491; Baja. 
 gesalcedo hola gesalcedo ofrecemos disculpas inconvenientes cuentanos favor mas detalles labelurl  ; j : 2934. Sim : 0.64134556; Baja. 
 danrochab hola danrochab gracias escribirnos ofrecemos disculpas inconvenientes cuentanos labelurl ; j : 2935. Sim : 0.641627; Baja. 
 milita2990 hola milita2990 ofrecemos disculpas inconvenientes cuentanos favor mas detalles l labelu; j : 2936. Sim : 0.59281415; Baja. 
 mivallejo2 hola ofrecemos disculpas inconvenientes cuentanos favor podemos ayudarte labelurl  ; j : 2937. Sim : 0.6141187; Baja. 
 sandratobarm hola sandratobarm ofrecemos disculpas inconvenientes cuentanos favor mas detalles labe; j : 2938. Sim : 0.57381123; Baja. 
 humbert2603 hola humbert2603 ofrecemos disculpas inconvenientes cuentanos favor mas detalles labelu; j : 2939. Sim : 0.62855995; Baja. 
 whosthisjuan hola whosthisjuan ofrecemos disculpas inconvenientes cuentanos favor mas detalles labe; j : 2940. Sim : 0.6020057; Baja. 
 renadsruiz hola renadsruiz ofrecemos disculpas inconvenientes cuentanos favor mas detalles l labelu; j : 2941. Sim : 0.5295279; Baja. 
 juliocesarhm hola juliocesarhm ofrecemos disculpas inconvenientes cuentanos favor mas detalles labe; j : 2942. Sim : 0.6199406; Baja. 
 ancar2010 sfcsupervisor hola ancar2010 ofrecemos disculpas inconvenientes cuentanos favor mas label; j : 2943. Sim : 0.55301195; Baja. 
 arizajimy hola arizajimy ofrecemos disculpas inconvenientes cuentanos favor mas detalles l labelurl; j : 2944. Sim : 0.6013752; Baja. 
 cardami114 hola cardami114 ofrecemos disculpas inconvenientes cuentanos favor mas detalles l labelu; j : 2945. Sim : 0.56376565; Baja. 
 harimpotter hola harimpotter ofrecemos disculpas inconvenientes cuentanos favor mas detalles labelu; j : 2946. Sim : 0.6606059; Baja. 
 fredyaz hola fredyaz alegra saludarte sucursales medellin horario adicional 50 labelurl  ; j : 2947. Sim : 0.35726; No similar. 
 jejd1073 hola jejd1073 gracias escribirnos escribimos mensaje directo resolver inquietud feliz inic; j : 2948. Sim : 0.6441852; Baja. 
 danrochab polillafeliz hola danrochab ofrecemos disculpas inconvenientes cuentanos favor mas d labe; j : 2949. Sim : 0.56738; Baja. 
 amrbquilla sfcsupervisor amrbquilla favor indicanos nombre completo mensaje directo poder aseso lab; j : 2950. Sim : 0.43605417; No similar. 
 antiguocatre sfcsupervisor hola camilo ofrecemos disculpas inconvenientes cuentanos favor mas d lab; j : 2951. Sim : 0.6133508; Baja. 
 alej645 sicsuper superservicios sfcsupervisor bancorepublica hola alejandro amplianos favor informa; j : 2952. Sim : 0.40516064; No similar. 
 caropuentes carolina atendiendo caso mensaje interno indicamos necesitamos p labelurl  ; j : 2953. Sim : 0.49887714; No similar. 
 felipegrco gusgomez1701 jsanchezcristo hola felipegrco lamentamos molestias compartenos mensaje dir; j : 2954. Sim : 0.34044302; No similar. 
 anitavalencia hola ana escribenos favor dm alli pediremos datos adicionales revisar c labelurl  ; j : 2955. Sim : 0.61287445; Baja. 
 klaritarpop hola klaritarpop gracias escribirnos caso invitamos titular producto comunicar labelurl; j : 2956. Sim : 0.5363962; Baja. 
 juandavidsanabr sfcsupervisor hola juandavidsanabr gracias escribirnos si deseas ayudaremos radic l; j : 2957. Sim : 0.49788615; No similar. 
 mafegutierrezm hola mafegutierrezm disculpa inconvenientes comentanos mensaje directo ocurri labelu; j : 2958. Sim : 0.61034256; Baja. 
 vivianacristanc hola vivianacristanc disculpa inconvenientes comentanos mensaje directo ocurri labe; j : 2959. Sim : 0.5290812; Baja. 
 soyjuanpalacios hola soyjuanpalacios disculpa inconvenientes comentanos mensaje directo ocurri labe; j : 2960. Sim : 0.48940206; No similar. 
 guardiandehades hola guardiandehades disculpa inconvenientes comentanos mensaje directo ocurri labe; j : 2961. Sim : 0.55297905; Baja. 
 luhegomez hola luis permitenos ayudarte revisar caso area encargada escribenos favor dm labelurl  ; j : 2962. Sim : 0.58372617; Baja. 
 juanbanol ahora turno disfrutar mejor festival musica doble perfecto fep2018 recuerda labelurl  ; j : 2963. Sim : 0.29936877; No similar. 
 katiedelahoz hola katiedelahoz gracias escribirnos cuentanos mensaje directo ciudad zona labelurl  ; j : 2964. Sim : 0.6407318; Baja. 
 alarcontiago hola santiago permitenos ayudarte si caso puntual escribenos favor mensaje interno que; j : 2965. Sim : 0.6250399; Baja. 
 jamescaicedoc hola jam podemos ayudar  ; j : 2966. Sim : 0.37724316; No similar. 
 danigaravitom hola daniela favor envianos datos personales interno gracias felicitaciones  ; j : 2967. Sim : 0.6761005; Media. 
 angieprieto hola angieprieto bienvenida canal digital validar cuentas favor labelurl  ; j : 2968. Sim : 0.48019305; No similar. 
 andrebusti sicsuper hola andrebusti bienvenida canal digital validar cuentas f labelurl  ; j : 2969. Sim : 0.45931903; No similar. 
 juanruiz0323 hola juanruiz0323 trabajando mejorar experiencia cuentanos mas detalles incon labelurl; j : 2970. Sim : 0.52324754; Baja. 
 dianalaplata hola dianalaplata trabajando mejorar experiencia cuentanos mas detalles incon labelurl; j : 2971. Sim : 0.48091298; No similar. 
 pequitaslove26 hola pequitaslove26 bienvenida canal digital validar cuentas fav labelurl  ; j : 2972. Sim : 0.4054767; No similar. 
 jhoanaforonda buen dia gracias inter banco popular correo talentopositivobancopopularcom labelurl  ; j : 2973. Sim : 0.42047897; No similar. 
 ronald23au hola ronald permitenos ayudarte revisar caso area encargada escribenos favor labelurl  ; j : 2974. Sim : 0.53341967; Baja. 
 juancaortiz14 experienciasaval bancosaval stonesconaval audiq3 momentosaudi audicol santiagortizl t; j : 2975. Sim : 0.10740773; No similar. 
 kritomendez carito favor siguenos comunicarnos contigo dm poder asegurarnos lleguen ext labelurl  ; j : 2976. Sim : 0.5595293; Baja. 
 cesaraugustosu3 tuitbdb hola debes comunicarte servilinea ciudad labelurl  ; j : 2977. Sim : 0.3953565; No similar. 
 mishellalis mishellalis comunicamos mensaje directo contigo  ; j : 2978. Sim : 0.5571615; Baja. 
 alejatriana hola alejatriana trabajando mejorar experiencia cuentanos mas detalles incon labelurl  ; j : 2979. Sim : 0.49145222; No similar. 
 vinatrina bcooccidente hola vinatrina ofrecemos disculpas inconvenientes cuentanos favor mas labelu; j : 2980. Sim : 0.6185839; Baja. 
 morenosuarez2 sfcsupervisor hola morenosuarez2 gracias escribirnos ofrecemos disculpas incon labelu; j : 2981. Sim : 0.4503448; No similar. 
 salape alegra saludarte salape envianos mensaje directo podremos resolver todas dudas n labelurl  ; j : 2982. Sim : 0.6188765; Baja. 
 flaviorestrepo pfrobledo deja enviarte mensajes interno  ; j : 2983. Sim : 0.32754087; No similar. 
 alvarogonzalezu eltiempo hola alvaro comunicaremos contigo interno  ; j : 2984. Sim : 0.49482125; No similar. 
 camilalejandra2 hola alejandra podemos colaborar tramite realizando  ; j : 2985. Sim : 0.48531222; No similar. 
 caroltvalencia hola carol tramite solicitando podemos colaborar  ; j : 2986. Sim : 0.5047542; Baja. 
 sarboledam sarboledam favor confirmanos si pudiste realizar pago contrario indicanos mensa labelurl; j : 2987. Sim : 0.34805042; No similar. 
 dariovelasquez buenos dias si podemos asesorarte necesites dudes escribirnos mensaje interno ayudar; j : 2988. Sim : 0.68441844; Media. 
 flaviorestrepo pfrobledo flavio obligo pasarte porvenir  ; j : 2989. Sim : 0.22119783; No similar. 
 hoy diamundialdeinternet queremos empieces aconsultar informacion productos realices labelurl  ; j : 2990. Sim : 0.4414809; No similar. 
 puerta principal andino entregando meet amp  ; j : 2991. Sim : 0.18378168; No similar. 
 gerardbermon hola gerardbermon gracias escribirnos ingresa labelurl busca banco bo labelurl  ; j : 2992. Sim : 0.4107077; No similar. 
 musictrendscol lollapalooza2019 fepx twentyonepilots traen carro hara parte montaje escenico show f; j : 2993. Sim : 0.23805027; No similar. 
 musictrendscol lollapalooza2019 fepx twentyonepilots traen carro hara parte montaje escenico show  ; j : 2994. Sim : 0.23844779; No similar. 
 alexxandermora hola alexander permitenos ayudarte revisar comentas area encargada escr labelurl  ; j : 2995. Sim : 0.43648267; No similar. 
 hola javiergerman57 lamentamos inconveniente presentas cuentanos caso dm poder ayudarte quedamos at; j : 2996. Sim : 0.67774004; Media. 
 marioherobr hola marioherobr gracias escribirnos efectivamente pagina evento labelurl  ; j : 2997. Sim : 0.52036756; Baja. 
 hola panchitagalindo enviado respuesta via mensaje directo  ; j : 2998. Sim : 0.6170673; Baja. 
 eorozcodaza gracias comentarios pasaremos informacion area encargada poder prestarte mejor servicio; j : 2999. Sim : 0.60289204; Baja. 
 abalzan trabajando reestablecerlo ofrecemos disculpas saludos  ; j : 3000. Sim : 0.33391136; No similar. 
 pipiule sfcsupervisor hola carlos atendiendo requerimiento dm saludos  ; j : 3001. Sim : 0.55268073; Baja. 
 sehablagolpeado hola sebastian permitenos ayudarte revisar caso area encargada amplianos fa labelur; j : 3002. Sim : 0.4512369; No similar. 
 jbrujo81 billet componen nueva familia diferentes tamanos fin facilitar reconocim labelurl  ; j : 3003. Sim : 0.23939247; No similar. 
 margen continuidad cargo hacer ampliacion poliducto 72 pesos x galon velascoluisf dar debate  ; j : 3004. Sim : 0.40108654; No similar. 
 cardona2012caro queremos cuentes detalles ocurrido traves mensaje directo alli atenderemo labelurl ; j : 3005. Sim : 0.7499391; Media. 
 rafaelsalinast alegra saludarte rafaelsalinast envianos mensaje directo numero cedula podre labelur; j : 3006. Sim : 0.6838293; Media. 
 yoligrilla colpensiones hola yoligrilla recuerda puedes realizar asesoria video llamada presencialm; j : 3007. Sim : 0.4218317; No similar. 
 danielhsf caivirtual hola danielhsf agradecemos informacion compart haremos reporte correspondi lab; j : 3008. Sim : 0.50530815; Baja. 
 galloorlando hola gracias escribirnos favor envianos datos mensaje hacer reporte inquietud saludos ; j : 3009. Sim : 0.7833658; Media. 
 solicitado presidente republica ivanduque reciba despacho exponer argum labelurl  ; j : 3010. Sim : 0.15096965; No similar. 
 apispersea conozca estadisticas circulacion billete 100 mil labelurl  ; j : 3011. Sim : 0.4445398; No similar. 
 camiq2 hola camila invitamos participes concurso mas informacion ingresa rede  ; j : 3012. Sim : 0.5429618; Baja. 
 ernesto1972m6 cutbtacmarca snttdecolombia cutcolombia sintrabiofilm atlanticocut sintracarbon sintr; j : 3013. Sim : 0.04459706; No similar. 
 andresaponte230 hola andres podemos ayudar  ; j : 3014. Sim : 0.38673425; No similar. 
 balanceando riesgosninforme semanal evolucion balanza pagos desbalances externos niveles vulnerabil; j : 3015. Sim : 0.27348888; No similar. 
 leslietorrese hola leslietorrese ofrecemos disculpas inconvenientes cuentanos favor mas detalle lab; j : 3016. Sim : 0.6374155; Baja. 
 contagioradio1 jamer idrobo lider social balboa asesinado departamento cauca labelurl  ; j : 3017. Sim : 0.18964502; No similar. 
 sergioacosta101 yolandaruizce hola sergio favor siguenos podernos comunicar dm contigo colaborart l; j : 3018. Sim : 0.5735442; Baja. 
 jeancarlosccc hola jeancarlosccc ofrecemos disculpas inconvenientes cuentanos favor mas detalle lab; j : 3019. Sim : 0.56182724; Baja. 
 jangordillo23jg jangordillo23jg contamos gestionando consulta traves mensaje directo labelurl  ; j : 3020. Sim : 0.554553; Baja. 
 mmunozpacheco hola mmunozpacheco lamentamos molestias favor indicanos mensaje directo si lograst la; j : 3021. Sim : 0.5309433; Baja. 
 elsyjane21 janeth envianos mensaje directo datos personales numero radicado solicitud verificar  ; j : 3022. Sim : 0.6262102; Baja. 
 informesobreinflacion fuentes volatilidad provienen resurgimiento barreras arancelarias prec labelu; j : 3023. Sim : 0.2352055; No similar. 
 dianaospina10 hola diana tuboletanews podra ayudarte buen dia  ; j : 3024. Sim : 0.47794664; No similar. 
 camilopub hola favor cuentanos banco perteneces envianos datos dm nombre cedula celular quedamos at; j : 3025. Sim : 0.69579494; Media. 
 kritomendez existe opcion recibas extractos notificaciones correo electronico comunicate b labelurl; j : 3026. Sim : 0.5053069; Baja. 
 ruedaggerardo sfcsupervisor dndconsumidor hola ruedaggerardo queremos ayudarte favor compartenos nu; j : 3027. Sim : 0.5534702; Baja. 
 panducastanoo hola panducastanoo queremos ayudarte compartenos mensaje directo detalles inconvenie ; j : 3028. Sim : 0.62119836; Baja. 
 alraf13 hola raul podemos colaborar  ; j : 3029. Sim : 0.49309066; No similar. 
 mariampintoh hola mariampintoh lamentamos molestias favor intenta ingresar nuevamente canale labelu; j : 3030. Sim : 0.44005316; No similar. 
