Modulo nnlm-es-dim128-with-normalization-2
Topicos : informe diario andrespardoa colombia eeuu 2018 inflacion 2017 inconvenientes 2014 ofrecemos disculpas tasa 
 bandrespardoa uncertainty over the approval of structural tax reform in the 2nd half of 2016 could ; j : 1. Sim : 0.13900378; No similar. 
 actual coyuntura aconseja prudencia politica monetaria consolidar ajuste recuperacion conc labelurl; j : 3496. Sim : 0.34427086; No similar. 
 hola carolinaochoama ofrecemos disculpas inconvenientes favor compartenos nu labelurl  ; j : 3497. Sim : 0.30684918; No similar. 
 andrespardoa razon peso 1 decision bancorepublica expectativas inflacion corto plazo aun situan enc; j : 3498. Sim : 0.42458636; No similar. 
 banco japon anuncio martes medidas flexibilizar programa estimulo comprometio mantene labelurl  ; j : 3499. Sim : 0.34412038; No similar. 
 tras reunion consejo gobierno jueves banco central europeo decidio mantener tipos inte labelurl  ; j : 3500. Sim : 0.2820707; No similar. 
 historias colombianos inspiraran ayudaran dar paso emprendemiento labelurl  ; j : 3501. Sim : 0.07040255; No similar. 
 principal proposito 2017 labelurl  ; j : 3502. Sim : 0.29523763; No similar. 
 jorgemariopena hola jorge ofrecemos disculpas ocasiones lineas congestionan envianos dm solicitud d; j : 3503. Sim : 0.48234168; No similar. 
 agencia analisis economico eeuu bea publico tercera revision pib correspondiente ultimo cu labelurl; j : 3504. Sim : 0.5395585; Baja. 
 andrespardoa bancorepublica debe subir tasa inter nivel neutral sobreestimule economia analisis htt; j : 3505. Sim : 0.45720583; No similar. 
 guilllor hola guilllor gracias escribirnos ofrecemos disculpas inconvenientes cuentanos fa labelurl; j : 3506. Sim : 0.36190897; No similar. 
 doko1986 hola doko1986 gracias escribirnos ofrecemos disculpas inconvenientes cuentanos fa labelurl; j : 3507. Sim : 0.32084405; No similar. 
 sinprosegroky sosltda unpcolombia libertad escoger fondo cesantias lado labelurl  ; j : 3508. Sim : 0.09308987; No similar. 
 rafap10 hola rafap10 gracias escribirnos ofrecemos disculpas inconvenientes cuentanos fa labelurl  ; j : 3509. Sim : 0.26564014; No similar. 
 andrespardoa desventajas intervencionista ft brazil  ; j : 3510. Sim : 0.31414783; No similar. 
 andrespardoa ucrania solicita paquete rescate financiero fmi wsjmarkets break imf  ; j : 3511. Sim : 0.3219751; No similar. 
 relacion tasas inter intervencion juanjoseechavarria explica bancorepublica red labelurl  ; j : 3512. Sim : 0.37171644; No similar. 
 avpm hola avpm ofrecemos disculpas inconvenientes cuentanos favor mas detalles ocurrido labelurl  ; j : 3513. Sim : 0.34444046; No similar. 
 luego reunion politica monetariade miercoles reserva federal subio tasa inter 25 pbs labelurl  ; j : 3514. Sim : 0.4665205; No similar. 
 siempresepuede sorprender quieres receta deliciosa cuentanos parece quiche jamo labelurl  ; j : 3515. Sim : 0.13279195; No similar. 
 javiceo hola javiceo ofrecemos disculpas inconvenientes cuentanos favor mas detalles ocu labelurl  ; j : 3516. Sim : 0.32793033; No similar. 
 heider2 sicsuper hola heider2 ofrecemos disculpas inconvenientes cuentanos favor mas detalles label; j : 3517. Sim : 0.33835852; No similar. 
 mavasquezd hola mavasquezd ofrecemos disculpas inconvenientes cuentanos favor mensaje dir labelurl ; j : 3518. Sim : 0.374316; No similar. 
 kruizreyes hola kruizreyes ofrecemos disculpas inconvenientes cuentanos favor mensaje direc labelur; j : 3519. Sim : 0.3529646; No similar. 
 nejago hola nejago gracias escribirnos ofrecemos disculpas inconvenientes cuentanos favor labelurl ; j : 3520. Sim : 0.2727628; No similar. 
 zulycas hola zulycas ofrecemos disculpas inconvenientes cuentanos favor mensaje directo mas labelur; j : 3521. Sim : 0.39269292; No similar. 
 enero mes adecuado equilibrar finanzas reduciendo dinamica gastos llevabamos diciembre  ; j : 3522. Sim : 0.22700836; No similar. 
 lahostii hola claudia ofrecemos disculpas inconvenientes cuentanos favor mas detalles ocur labelurl; j : 3523. Sim : 0.40775853; No similar. 
 hernanaruiz1 hola ofrecemos disculpas inconvenientes cuentanos favor mensaje directo mas det labelu; j : 3524. Sim : 0.37424168; No similar. 
 lmaf12 sfcsupervisor sicsuper hola lmaf12 ofrecemos disculpas inconvenientes cuentanos favo labelur; j : 3525. Sim : 0.29136145; No similar. 
 mayacol hola mayacol ofrecemos disculpas inconvenientes escribenos favor mensaje directo labelurl  ; j : 3526. Sim : 0.3014373; No similar. 
 top3deimpactoeconomicon1mejora confianza inversores alemanesn2organizacion mundial comercio advier ; j : 3527. Sim : 0.10443796; No similar. 
 zofia hola zofia ofrecemos disculpas inconvenientes cuentanos favor mas detalles ocurrido labelurl ; j : 3528. Sim : 0.36573082; No similar. 
 andrespardoa terminos inflacion tecnicos dicen fenomeno nina menores efectos nino meisel ban  ; j : 3529. Sim : 0.58471; Baja. 
 informe diario agosto 13 2018 turquia desata turbulencia emergentenlabelurl  ; j : 3530. Sim : 0.548879; Baja. 
 datanmusic hola datanmusic ofrecemos disculpas inconvenientes amplianos favor informacion so labelu; j : 3531. Sim : 0.30511567; No similar. 
 pasado mas 36 anos vs reaccionesaval rusia2018 labelurl  ; j : 3532. Sim : 0.17095555; No similar. 
 ben espebanrep multiplicadores fiscales lineales gasto publico ingresos tributarios colombia eviden; j : 3533. Sim : 0.46219566; No similar. 
 ysamir hola ysamir gracias escribirnos ofrecemos disculpas inconvenientes favor indicanos labelurl ; j : 3534. Sim : 0.2687225; No similar. 
 primer pago ano oportunidad cambiar habitos financieros empieza planificar ahorro enf labelurl  ; j : 3535. Sim : 0.32177144; No similar. 
 elkinct hola elkin informamos hoy horarios mantienen normales saludos  ; j : 3536. Sim : 0.33948353; No similar. 
 reportesdelemisor estan condiciones liquidez mercados financieros consulte informe espe labelurl  ; j : 3537. Sim : 0.3698405; No similar. 
 conozca efectos tendrian medidas propuestas proyecto ley financiamiento materia fiscal labelurl  ; j : 3538. Sim : 0.19193335; No similar. 
 reportesdelemisor sistema financiero avanza proceso ajuste choques macroeconomicos 2014 h labelurl ; j : 3539. Sim : 0.2582038; No similar. 
 documento espebanrep 89 analiza posible existencia ineficiencias instituciones colombianas labelurl; j : 3540. Sim : 0.22593284; No similar. 
 hoy inicia festejo colombianos negros blancos rolos calenos paisas pastusos labelurl  ; j : 3541. Sim : 0.20192216; No similar. 
 top 3 impacto economicomercado laboral eeuu continuo fortaleciendose junioinflacion colombia liger ; j : 3542. Sim : 0.3793558; No similar. 
 empresa evita botellas agua plastico reemplazalas envases reutilizablese incentiva tipo labelurl  ; j : 3543. Sim : 0.07781847; No similar. 
 libroconbotas imperdible pepbruno bogota biblioteca luis angel arango labelurl  ; j : 3544. Sim : 0.41259584; No similar. 
 juanjoseechavarria gerente banco republica converso eltiempo recientes anuncios emi labelurl  ; j : 3545. Sim : 0.38516647; No similar. 
 revive magia rey pop aprovecha descuento 30 11 agosto labelurl labelurl  ; j : 3546. Sim : -0.014595818; No similar. 
 andrespardoa advertimos segun agencia nikkei japon podria rebajar prevision economica 2014 viernes ; j : 3547. Sim : 0.5546521; Baja. 
 bbanrepeduca concurso banca escolar banca central escogio semifinalistas conozca cole labelurl  ; j : 3548. Sim : 0.3043174; No similar. 
 andrespardoa economista jefe fmi dice q riesgo eurozona q baja inflacion convierta deflacion aqui e; j : 3549. Sim : 0.6092071; Baja. 
 andresmania terminando semana mes marzo primer trimestre ano asamblea accionistas grupo aval orgul ; j : 3550. Sim : 0.26006603; No similar. 
 noche mejor bartok beethoven sera interpretado ofj bogota miteatrocolon labelurl  ; j : 3551. Sim : 0.33000565; No similar. 
 gerardohernandez indicadores actuales muestran niveles compatibles mayor crecimiento economia infla; j : 3552. Sim : 0.2999691; No similar. 
 danielrojasb hola danielrojasb compartimos numeros servilinea podras recibir atencion pe labelurl  ; j : 3553. Sim : 0.3806952; No similar. 
 efecto fiscal migracion venezolananpor segundo ano consecutivo comite consultivo regla fiscal relaj; j : 3554. Sim : 0.31070396; No similar. 
 tambien joseantonioocampo propone promover inclusion productiva medio politicas basadas intercam la; j : 3555. Sim : 0.1936015; No similar. 
 andrespardoa creo economia sigue mostrando dinamica importante puede 25 3 2016 vallejo bancore  ; j : 3556. Sim : 0.2793712; No similar. 
 donald trump anuncio nueva lista bienes chinos valor us 200 billones podrian aplicarse ara labelurl; j : 3557. Sim : 0.21108341; No similar. 
 johannafrate hola johannafrate compartimos numeros servilinea podras recibir atencion pe labelurl  ; j : 3558. Sim : 0.41014317; No similar. 
 codirector ameisel senalo aumento consumo final gobierno repunte 39 dinamiza desempeno labelurl  ; j : 3559. Sim : 0.36909518; No similar. 
 acuerdo fondosdepension ahorro afiliados fondos pension alcanzo julio 2018 23 labelurl  ; j : 3560. Sim : 0.36610186; No similar. 
 claudialopez asi sera tarjeton consultaanticorrupcion proximo 26 agosto vamos lograr 15millones per; j : 3561. Sim : 0.26799121; No similar. 
 danielsossa9 usofrenteobrero visito reparaciones refineria barrancabermejannalertamos ecopetrolsa c; j : 3562. Sim : 0.33841687; No similar. 
 estadisticas meta inflacion actualizado 06022018 1200 m labelurl labelurl  ; j : 3563. Sim : 0.3852633; No similar. 
 sintracerromat1 hora sintracerromat1 reunido cerromatososa definiendo prorroga etapa arreglo direct; j : 3564. Sim : 0.16166933; No similar. 
 jaocampo inflacion absorbido 3 choques adversos fuerte devaluacion efectos nino aumento iva espera ; j : 3565. Sim : 0.35945836; No similar. 
 jaocampo credito muestra todavia reactivacion clara labelurl  ; j : 3566. Sim : 0.42928985; No similar. 
 johanapvelasco hola johana escalamos nuevamente caso area encargada cuanto informacion labelurl  ; j : 3567. Sim : 0.24494499; No similar. 
 pabloandres hola pabloandres caso necesario comuniques linea pymen bogota 3647 labelurl  ; j : 3568. Sim : 0.35609308; No similar. 
 reino unido alcanzo acuerdo preliminar negociaciones brexit union europea permitiendole tener label; j : 3569. Sim : 0.18685761; No similar. 
 andrespardoa colombia propuesta reforma tributaria sera presentada congreso 15 septiembre mauricioc; j : 3570. Sim : 0.42630643; No similar. 
 cesaralaire bancosaval holal julio cesar informamos incidente tecnologico ano 2017 mo labelurl  ; j : 3571. Sim : 0.39795578; No similar. 
 analisis renta variable inicio cobertura pacific rubiales navegando tormenta abril 14 2015 labelurl; j : 3572. Sim : 0.24045818; No similar. 
 conozca reportesdelemisor panorama pagos menor colombia correspondiente mes enero labelurl  ; j : 3573. Sim : 0.3332309; No similar. 
 andrespardoa colombia panorama dividido dolar debajo 1900 pesos labelurl via vanguardiacom  ; j : 3574. Sim : 0.47733217; No similar. 
 borrador economia 1061 episodios deterioro cuenta corriente colombia factor externos cic labelurl  ; j : 3575. Sim : 0.38854802; No similar. 
 pierdas cada encuentro economico entendamoselmundialbdb vivir economia manera diferente duran label; j : 3576. Sim : 0.30569676; No similar. 
 andrespardoa moodys deuda externa argentina poder holdouts paguen solo dolar lisa llan  ; j : 3577. Sim : 0.34349343; No similar. 
 evaluar anterior balance riesgos jdbr reuniones agosto octubre considero conveniente reducir tasa d; j : 3578. Sim : 0.265049; No similar. 
 festereopicnic cinco canciones bajotierra empezar semana recordando leyendas rock nacional fepx nbo; j : 3579. Sim : 0.03461161; No similar. 
 andrespardoa similar expectativa finales 2015 wsjcentralbanks feds lockhart see 1st rate hike in 2n; j : 3580. Sim : 0.16772331; No similar. 
 sectores repuntamos cuenta corriente mejorado aunque deficit 35 sigue sie labelurl  ; j : 3581. Sim : 0.24228635; No similar. 
 planetaazul considera siempre usar pilas recargables pues pilas normales tardan mas 1000 anos degra; j : 3582. Sim : 0.10855342; No similar. 
 andrespardoa entrevista bluradioco decision bancorepublica elevar tasa inter 375 dolar htt  ; j : 3583. Sim : 0.5038729; Baja. 
 andrespardoa petroleras dilatado 70 inversiones licencias comunidades labelurl via larepublicaco ht; j : 3584. Sim : 0.3039921; No similar. 
 hollmanmorris asi quedaron hermanos mayores comunidad indigena embera bogota tenian pagar pasaje t ; j : 3585. Sim : 0.34909606; No similar. 
 ilordpetrosky pais cuenta 108 senadoresnncada gana mensualmente 31249680nnsi votamos favor consulta; j : 3586. Sim : 0.37007183; No similar. 
 reducciones tasa inter politica siguen transmitiendo tasas inter prestamos labelurl  ; j : 3587. Sim : 0.46079907; No similar. 
 sabia colegio pertenezca equipo ganador concurso banca escolar banca central re labelurl  ; j : 3588. Sim : 0.103135504; No similar. 
 fedesarrollo leonardo villar oferta trabajo crecera debajo ritmo crecimiento pobl labelurl  ; j : 3589. Sim : 0.29541254; No similar. 
 ahora tambien javerianacali carrera 100 5 169 331 local 436 junto servicio cajero labelurl  ; j : 3590. Sim : 0.14714338; No similar. 
 tener dieta saludable primer paso prevenir enfermedades cancer puedes protegerte labelurl  ; j : 3591. Sim : 0.13515611; No similar. 
 andrespardoa colombia expectativa q bancorepublica suba tasa inter 475 cierre 2014mi analisis htt  ; j : 3592. Sim : 0.4727451; No similar. 
 luisa fernanda lafourie destruyendo valor cenit labelurl labelurl  ; j : 3593. Sim : 0.1345359; No similar. 
 empieza dia priorizando tareas escribiendo agendando cada asi disminuyes estres yalcanzaras metas m; j : 3594. Sim : 0.3842018; No similar. 
 huella losgrandesbdb medellin demostro creatividad dedicacion construyen identidad labelurl  ; j : 3595. Sim : 0.2778027; No similar. 
 andrespardoa entrevista ayer caracolradio lcvelez calificacion crediticia colombia labelurl  ; j : 3596. Sim : 0.4678595; No similar. 
 regalos tiempo amor duda ingredientes basicos verdadera feliz navidad peg bracken  ; j : 3597. Sim : 0.15436904; No similar. 
 albertobernalle excelente editorial d andrespardoa situacion fiscal andres deberia jd d bancorepubl; j : 3598. Sim : 0.40722388; No similar. 
 andrespardoa columna portafolioco porquenosubirtasas reunion hoy bancorepublica labelurl  ; j : 3599. Sim : 0.25535563; No similar. 
 juanandrescity u2 fabiolamorerac bancodebogota naganicol ddbourne solano drpadillach u2col omargamb; j : 3600. Sim : 0.20624246; No similar. 
 va ira economia colombiana 2018 descubralo haciendo clic aqui  ; j : 3601. Sim : 0.4424983; No similar. 
 reportesdelemisor 1t2018 tasa desempleo mostro cierta estabilidad embargo evidenciaron menores labe; j : 3602. Sim : 0.32957563; No similar. 
 bel espebanrep 87 industria colombiana siglo xxi primer documento multimedia nueva revi labelurl  ; j : 3603. Sim : 0.1845078; No similar. 
 prensarural sabotaje califica sindicato trabajadores petroleo usofrenteobrero caida red electrica  ; j : 3604. Sim : 0.41248167; No similar. 
 miembros gobierno uk ministro brexit anunciaron renuncia despues theresa labelurl  ; j : 3605. Sim : 0.36039403; No similar. 
 reserva federal feed elevo tasa inter 25 puntos basicos ubicandola rango 150175 pro labelurl  ; j : 3606. Sim : 0.3060547; No similar. 
 consulte minutas reunion juntabanrep pasado viernes 21 diciembre decidio mantene labelurl  ; j : 3607. Sim : 0.30336142; No similar. 
 andrespardoa analisis portafolioco riesgos baja inflacion peligro deflacion zona euro http  ; j : 3608. Sim : 0.45839566; No similar. 
 reportesdelemisor actividad industrial bogota 2t2018 sector automotor lidero r labelurl  ; j : 3609. Sim : 0.26350653; No similar. 
 andrespardoa analisis decision bancorepublica elevar tasa inter 450 viernes pasado labelurl  ; j : 3610. Sim : 0.4175272; No similar. 
 camacolcolombia cualquier cambio politica publica financiacion vivienda debe estudiarse mucha label; j : 3611. Sim : 0.36560783; No similar. 
 ven vitrina inmobiliaria caribe 25 septiembre conoce opciones inversionenvivienda labelurl  ; j : 3612. Sim : 0.15314789; No similar. 
