Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos detalles escribirnos directo ayudarte ocurrido dm 
 bandrespardoa we expect authorities to secure passage of significant structural tax reform to prese; j : 1. Sim : 0.17445107; No similar. 
 mafegutierrezm hola mafegutierrezm disculpa inconvenientes comentanos mensaje directo ocurri labelu; j : 2958. Sim : 0.5948744; Baja. 
 vivianacristanc hola vivianacristanc disculpa inconvenientes comentanos mensaje directo ocurri labe; j : 2959. Sim : 0.5371382; Baja. 
 soyjuanpalacios hola soyjuanpalacios disculpa inconvenientes comentanos mensaje directo ocurri labe; j : 2960. Sim : 0.44514856; No similar. 
 guardiandehades hola guardiandehades disculpa inconvenientes comentanos mensaje directo ocurri labe; j : 2961. Sim : 0.5644675; Baja. 
 luhegomez hola luis permitenos ayudarte revisar caso area encargada escribenos favor dm labelurl  ; j : 2962. Sim : 0.54917717; Baja. 
 juanbanol ahora turno disfrutar mejor festival musica doble perfecto fep2018 recuerda labelurl  ; j : 2963. Sim : 0.30468568; No similar. 
 katiedelahoz hola katiedelahoz gracias escribirnos cuentanos mensaje directo ciudad zona labelurl  ; j : 2964. Sim : 0.6452395; Baja. 
 alarcontiago hola santiago permitenos ayudarte si caso puntual escribenos favor mensaje interno que; j : 2965. Sim : 0.6309107; Baja. 
 jamescaicedoc hola jam podemos ayudar  ; j : 2966. Sim : 0.36341226; No similar. 
 danigaravitom hola daniela favor envianos datos personales interno gracias felicitaciones  ; j : 2967. Sim : 0.64942944; Baja. 
 angieprieto hola angieprieto bienvenida canal digital validar cuentas favor labelurl  ; j : 2968. Sim : 0.49207556; No similar. 
 andrebusti sicsuper hola andrebusti bienvenida canal digital validar cuentas f labelurl  ; j : 2969. Sim : 0.41679356; No similar. 
 juanruiz0323 hola juanruiz0323 trabajando mejorar experiencia cuentanos mas detalles incon labelurl; j : 2970. Sim : 0.52646583; Baja. 
 dianalaplata hola dianalaplata trabajando mejorar experiencia cuentanos mas detalles incon labelurl; j : 2971. Sim : 0.47221696; No similar. 
 pequitaslove26 hola pequitaslove26 bienvenida canal digital validar cuentas fav labelurl  ; j : 2972. Sim : 0.4174269; No similar. 
 jhoanaforonda buen dia gracias inter banco popular correo talentopositivobancopopularcom labelurl  ; j : 2973. Sim : 0.36266193; No similar. 
 ronald23au hola ronald permitenos ayudarte revisar caso area encargada escribenos favor labelurl  ; j : 2974. Sim : 0.5114743; Baja. 
 juancaortiz14 experienciasaval bancosaval stonesconaval audiq3 momentosaudi audicol santiagortizl t; j : 2975. Sim : 0.07293611; No similar. 
 kritomendez carito favor siguenos comunicarnos contigo dm poder asegurarnos lleguen ext labelurl  ; j : 2976. Sim : 0.53435576; Baja. 
 cesaraugustosu3 tuitbdb hola debes comunicarte servilinea ciudad labelurl  ; j : 2977. Sim : 0.34245378; No similar. 
 mishellalis mishellalis comunicamos mensaje directo contigo  ; j : 2978. Sim : 0.5668699; Baja. 
 alejatriana hola alejatriana trabajando mejorar experiencia cuentanos mas detalles incon labelurl  ; j : 2979. Sim : 0.47391778; No similar. 
 vinatrina bcooccidente hola vinatrina ofrecemos disculpas inconvenientes cuentanos favor mas labelu; j : 2980. Sim : 0.6192407; Baja. 
 morenosuarez2 sfcsupervisor hola morenosuarez2 gracias escribirnos ofrecemos disculpas incon labelu; j : 2981. Sim : 0.4640612; No similar. 
 salape alegra saludarte salape envianos mensaje directo podremos resolver todas dudas n labelurl  ; j : 2982. Sim : 0.621654; Baja. 
 flaviorestrepo pfrobledo deja enviarte mensajes interno  ; j : 2983. Sim : 0.28599763; No similar. 
 alvarogonzalezu eltiempo hola alvaro comunicaremos contigo interno  ; j : 2984. Sim : 0.47997087; No similar. 
 camilalejandra2 hola alejandra podemos colaborar tramite realizando  ; j : 2985. Sim : 0.45376286; No similar. 
 caroltvalencia hola carol tramite solicitando podemos colaborar  ; j : 2986. Sim : 0.4852213; No similar. 
 sarboledam sarboledam favor confirmanos si pudiste realizar pago contrario indicanos mensa labelurl; j : 2987. Sim : 0.35191637; No similar. 
 dariovelasquez buenos dias si podemos asesorarte necesites dudes escribirnos mensaje interno ayudar; j : 2988. Sim : 0.6765314; Media. 
 flaviorestrepo pfrobledo flavio obligo pasarte porvenir  ; j : 2989. Sim : 0.1805524; No similar. 
 hoy diamundialdeinternet queremos empieces aconsultar informacion productos realices labelurl  ; j : 2990. Sim : 0.3674317; No similar. 
 puerta principal andino entregando meet amp  ; j : 2991. Sim : 0.1642325; No similar. 
 gerardbermon hola gerardbermon gracias escribirnos ingresa labelurl busca banco bo labelurl  ; j : 2992. Sim : 0.3644893; No similar. 
 musictrendscol lollapalooza2019 fepx twentyonepilots traen carro hara parte montaje escenico show f; j : 2993. Sim : 0.15804717; No similar. 
 musictrendscol lollapalooza2019 fepx twentyonepilots traen carro hara parte montaje escenico show  ; j : 2994. Sim : 0.1682994; No similar. 
 alexxandermora hola alexander permitenos ayudarte revisar comentas area encargada escr labelurl  ; j : 2995. Sim : 0.39682236; No similar. 
 hola javiergerman57 lamentamos inconveniente presentas cuentanos caso dm poder ayudarte quedamos at; j : 2996. Sim : 0.6634394; Baja. 
 marioherobr hola marioherobr gracias escribirnos efectivamente pagina evento labelurl  ; j : 2997. Sim : 0.46528047; No similar. 
 hola panchitagalindo enviado respuesta via mensaje directo  ; j : 2998. Sim : 0.6095159; Baja. 
 eorozcodaza gracias comentarios pasaremos informacion area encargada poder prestarte mejor servicio; j : 2999. Sim : 0.54181427; Baja. 
 abalzan trabajando reestablecerlo ofrecemos disculpas saludos  ; j : 3000. Sim : 0.36531195; No similar. 
 pipiule sfcsupervisor hola carlos atendiendo requerimiento dm saludos  ; j : 3001. Sim : 0.5142849; Baja. 
 sehablagolpeado hola sebastian permitenos ayudarte revisar caso area encargada amplianos fa labelur; j : 3002. Sim : 0.40630677; No similar. 
 jbrujo81 billet componen nueva familia diferentes tamanos fin facilitar reconocim labelurl  ; j : 3003. Sim : 0.22025341; No similar. 
 margen continuidad cargo hacer ampliacion poliducto 72 pesos x galon velascoluisf dar debate  ; j : 3004. Sim : 0.35674188; No similar. 
 cardona2012caro queremos cuentes detalles ocurrido traves mensaje directo alli atenderemo labelurl ; j : 3005. Sim : 0.7173815; Media. 
 rafaelsalinast alegra saludarte rafaelsalinast envianos mensaje directo numero cedula podre labelur; j : 3006. Sim : 0.6007558; Baja. 
 yoligrilla colpensiones hola yoligrilla recuerda puedes realizar asesoria video llamada presencialm; j : 3007. Sim : 0.38660407; No similar. 
 danielhsf caivirtual hola danielhsf agradecemos informacion compart haremos reporte correspondi lab; j : 3008. Sim : 0.41863003; No similar. 
 galloorlando hola gracias escribirnos favor envianos datos mensaje hacer reporte inquietud saludos ; j : 3009. Sim : 0.77298486; Media. 
 solicitado presidente republica ivanduque reciba despacho exponer argum labelurl  ; j : 3010. Sim : 0.11422473; No similar. 
 apispersea conozca estadisticas circulacion billete 100 mil labelurl  ; j : 3011. Sim : 0.35054702; No similar. 
 camiq2 hola camila invitamos participes concurso mas informacion ingresa rede  ; j : 3012. Sim : 0.42068574; No similar. 
 ernesto1972m6 cutbtacmarca snttdecolombia cutcolombia sintrabiofilm atlanticocut sintracarbon sintr; j : 3013. Sim : 0.030099217; No similar. 
 andresaponte230 hola andres podemos ayudar  ; j : 3014. Sim : 0.38253015; No similar. 
 balanceando riesgosninforme semanal evolucion balanza pagos desbalances externos niveles vulnerabil; j : 3015. Sim : 0.23920642; No similar. 
 leslietorrese hola leslietorrese ofrecemos disculpas inconvenientes cuentanos favor mas detalle lab; j : 3016. Sim : 0.6303794; Baja. 
 contagioradio1 jamer idrobo lider social balboa asesinado departamento cauca labelurl  ; j : 3017. Sim : 0.1310803; No similar. 
 sergioacosta101 yolandaruizce hola sergio favor siguenos podernos comunicar dm contigo colaborart l; j : 3018. Sim : 0.5747809; Baja. 
 jeancarlosccc hola jeancarlosccc ofrecemos disculpas inconvenientes cuentanos favor mas detalle lab; j : 3019. Sim : 0.55036175; Baja. 
 jangordillo23jg jangordillo23jg contamos gestionando consulta traves mensaje directo labelurl  ; j : 3020. Sim : 0.52997285; Baja. 
 mmunozpacheco hola mmunozpacheco lamentamos molestias favor indicanos mensaje directo si lograst la; j : 3021. Sim : 0.5370934; Baja. 
 elsyjane21 janeth envianos mensaje directo datos personales numero radicado solicitud verificar  ; j : 3022. Sim : 0.5525291; Baja. 
 informesobreinflacion fuentes volatilidad provienen resurgimiento barreras arancelarias prec labelu; j : 3023. Sim : 0.18518965; No similar. 
 dianaospina10 hola diana tuboletanews podra ayudarte buen dia  ; j : 3024. Sim : 0.41686448; No similar. 
 camilopub hola favor cuentanos banco perteneces envianos datos dm nombre cedula celular quedamos at; j : 3025. Sim : 0.6323635; Baja. 
 kritomendez existe opcion recibas extractos notificaciones correo electronico comunicate b labelurl; j : 3026. Sim : 0.40523317; No similar. 
 ruedaggerardo sfcsupervisor dndconsumidor hola ruedaggerardo queremos ayudarte favor compartenos nu; j : 3027. Sim : 0.5235808; Baja. 
 panducastanoo hola panducastanoo queremos ayudarte compartenos mensaje directo detalles inconvenie ; j : 3028. Sim : 0.6268622; Baja. 
 alraf13 hola raul podemos colaborar  ; j : 3029. Sim : 0.4699596; No similar. 
 mariampintoh hola mariampintoh lamentamos molestias favor intenta ingresar nuevamente canale labelu; j : 3030. Sim : 0.45065528; No similar. 
 josemontana finanzasp hola jose permitenos ayudarte si caso puntual escribenos favor dm pa labelurl; j : 3031. Sim : 0.4777718; No similar. 
 juancb1989 puntofarma1 hola juancb1989 gracias escribirnos cuentanos favor mas detalles ocurrid lab; j : 3032. Sim : 0.6181443; Baja. 
 marcosjimenez85 hola marcosjimenez85 gracias escribirnos cuentanos favor mensaje directo trami labe; j : 3033. Sim : 0.7057004; Media. 
 donconchito diego interesa ayudarte tramite minimizar molestias cuentanos detalle necesitas  ; j : 3034. Sim : 0.61532795; Baja. 
 menchataboada hola maria podemos colaborar tramite realizando  ; j : 3035. Sim : 0.484074; No similar. 
 xtrangeko tigounecol hola xtrangeko gracias escribirnos cuentanos favor mas detalles ocurrido label; j : 3036. Sim : 0.7290032; Media. 
 mapavgranados estan regalando boletas maroon5 bancosaval eldato maroonvtour  ; j : 3037. Sim : 0.22899553; No similar. 
 leslietorrese hola leslietorrese gracias escribirnos contamos gestionando consulta labelurl  ; j : 3038. Sim : 0.5280555; Baja. 
 jaimeab88 jaime validando informacion proporcionas area encargada cuanto tengamo labelurl  ; j : 3039. Sim : 0.46323815; No similar. 
 diegoamayav perfecto diegoamayava agradecemos informacion compart enviaremos reporte area labelurl ; j : 3040. Sim : 0.43720326; No similar. 
 ankaira23 gracias contarnos ocurrido favor dejanos datos mensaje hacer seguimiento llamada saludos ; j : 3041. Sim : 0.7855811; Media. 
 montaff hola montaff gracias escribirnos queremos mejorar experiencia necesitamos ayuda labelurl  ; j : 3042. Sim : 0.49357143; No similar. 
 capittana hola capittana gracias escribirnos queremos mejorar experiencia necesitamos ayuda labelur; j : 3043. Sim : 0.40446326; No similar. 
 camiandresl bancolombia hola camiandresl gracias escribirnos queremos mejorar experiencia favor lab; j : 3044. Sim : 0.5548376; Baja. 
 micomalparido gracias escribirnos gestionando consulta mensaje directo  ; j : 3045. Sim : 0.6714367; Media. 
 binvestigacionesbanrep conozca borrador economia 1049 prueba informacion privada basada subastas la; j : 3046. Sim : 0.32072672; No similar. 
 shirleyjsaenz bancolombia hola shirleyjsaenz gracias escribirnos queremos mejorar experiencia neces; j : 3047. Sim : 0.48228526; No similar. 
 susiespino hola susiespino gracias escribirnos queremos mejorar experiencia necesitamos ayuda label; j : 3048. Sim : 0.45422274; No similar. 
 fajorica buenas tardes fajorica importante conocer experiencia favor contactanos via labelurl  ; j : 3049. Sim : 0.47265065; No similar. 
 aocampon tapa descaro ahora ecopetrol contrata jj rendon hacer publicidad enganosa frente negociaci; j : 3050. Sim : 0.33874285; No similar. 
 altu0125 bancolombia ines gracias informacion compart alegra gran exp labelurl  ; j : 3051. Sim : 0.40321475; No similar. 
 hoy diadelmaestro cuentanos educador mas recuerdas conocimientos dejo labelurl  ; j : 3052. Sim : 0.38142696; No similar. 
 cajeros bdb girarockbank siguen disponibles fep2018 labelurl  ; j : 3053. Sim : 0.142187; No similar. 
 hola luistap20897960 tipo informacion requieres  ; j : 3054. Sim : 0.4177051; No similar. 
 hola lematgordo lamentamos inconveniente cuentanos dm caso poder ayudarte quedamos atentos  ; j : 3055. Sim : 0.6245223; Baja. 
 ziierrakaren sabemos si sabemos puedes sacarlo pasear carro nuevo labelurl  ; j : 3056. Sim : 0.2913766; No similar. 
 dperezdeportes gracias bancosaval acercanos gustavoyacaman orgullo labelurl  ; j : 3057. Sim : 0.39528; No similar. 
 mariomhb hola mariomhb gracias escribirnos horario adicional dia sabado sucursal labelurl  ; j : 3058. Sim : 0.47095388; No similar. 
 hola pamelaospina queremos hacerte propuesta favor contactanos dm contarte trata  ; j : 3059. Sim : 0.59304655; Baja. 
 chimilla hola chimilla gracias escribirnos indicanos favor si lograste comunicarte quedamos atentos; j : 3060. Sim : 0.6209245; Baja. 
 alejobarragan tiendasjumboco hola alejobarragan gracias escribirnos cuentanos favor mas detalles la; j : 3061. Sim : 0.7175622; Media. 
 afc30 hola afc30 cuentanos favor mas detalles ocurrido mensaje directo si deseas ayudarem labelurl ; j : 3062. Sim : 0.7364423; Media. 
 victorbuckner hola victor permitenos ayudarte escribenos dm detalles caso revisarlo area labelurl  ; j : 3063. Sim : 0.53825605; Baja. 
 pedroavilavel sfcsupervisor nestormoralesc septimodiatv hola pedroavilavel favor indicanos numero l; j : 3064. Sim : 0.3426626; No similar. 
 adolfobayona sfcsupervisor talcualoficial hola adolfobayona alegra saludarte queremos conocer mas d; j : 3065. Sim : 0.5524956; Baja. 
 hola diannanita43 lamentamos inconvenientes podemos ayudarte  ; j : 3066. Sim : 0.44497013; No similar. 
 cristinarevolt morenacactus hola cristinarevolt gracias escribirnos cuentanos favor mas detalles la; j : 3067. Sim : 0.6546919; Baja. 
 hola frankelflaco queremos hacerte propuesta favor contactanos dm contarte trata  ; j : 3068. Sim : 0.62268174; Baja. 
 uocartagena no12horas 1985 turno historico establecido vamos defender labelurl  ; j : 3069. Sim : 0.28994945; No similar. 
 zetawilliam123 carreraverdecol hola zetawilliam123 gracias escribirnos cuentanos mas detalles suced; j : 3070. Sim : 0.5549808; Baja. 
 cindyruedac hola cindyruedac realizar cancelacion cuenta comunicate servilinea nbog labelurl  ; j : 3071. Sim : 0.20251095; No similar. 
 josedavidlarag bancobogota hola josedavidlarag lamentamos molestias compartenos mensaje directo d l; j : 3072. Sim : 0.43730515; No similar. 
 yasnel0 megaguanare hola yasnel0 gracias escribirnos compartimos toda informacion mensaje directo s; j : 3073. Sim : 0.7111246; Media. 
 pensionados afiliados motor inspira seguir trabajando dia dia labelurl  ; j : 3074. Sim : 0.28741488; No similar. 
 donjonathanpaz sfcsupervisor sicresponde hola jonathan tramite deseas realizar  ; j : 3075. Sim : 0.434758; No similar. 
 gilberto247 gracias elegir bancos aval feliz dia  ; j : 3076. Sim : 0.36210293; No similar. 
 luchovelez hola luis escribenos favor dm indicarte procedimiento aumento cupo t labelurl  ; j : 3077. Sim : 0.50995237; Baja. 
 eventosclavedelajornadaneeuu ue reunen buscar progreso respecto barreras comercialesnzona eur label; j : 3078. Sim : 0.4263065; No similar. 
 alejandrarigu21 hola alejandrarigu21 bienvenida canal digital validar cuentas f labelurl  ; j : 3079. Sim : 0.45899108; No similar. 
 eruinvb hola eruinvb alegra saludarte queremos conocer mas detalles sucedido ayudarte resolve label; j : 3080. Sim : 0.62836415; Baja. 
 culturaet mercedes barcha viuda nobel literatura dono biblioteca luis angel arango coleccion privad; j : 3081. Sim : 0.13729931; No similar. 
 pauuuortiz hola pauuuortiz bienvenida canal digital favor escribenos mensaje directo cuen labelurl ; j : 3082. Sim : 0.5699056; Baja. 
 domingo llevo cabo primera vuelta elecciones presidenciales brasily anticipaba labelurl  ; j : 3083. Sim : 0.22995076; No similar. 
 dcarito82 hola dcarito82 gracias contactarnos enlace encontraras toda informacion cr labelurl  ; j : 3084. Sim : 0.5234995; Baja. 
 ferchosnap hola ferchosnap alegra saludarte queremos conocer mas detalles ayudarte resolver inq lab; j : 3085. Sim : 0.58145815; Baja. 
 feliperuizhh davivienda hola feliperuizhh gracias escribirnos cuentanos favor mas detalles ocur lab; j : 3086. Sim : 0.6348691; Baja. 
